line,title,author,cited_num,relate,reverse_relate
Comparative transcriptome profiling of chilling stress responsiveness in two contrasting rice genotypes,Comparative transcriptome profiling of chilling stress responsiveness in two contrasting rice genotypes,T Zhang,70,100.00%,100.00%
Large-scale production of functional human serum albumin from transgenic rice seeds.,Large-scale production of functional human serum albumin from transgenic rice seeds,L Zhang,154,90.91%,90.91%
Comparative transcriptomes profiling of photoperiod-sensitive male sterile rice Nongken 58S during the male sterility transition between short-day and long-day.,Comparative transcriptomes profiling of photoperiod-sensitive male sterile rice Nongken 58S during the male sterility transition between short-day and long …,,17,94.74%,94.74%
A 90-day safety study of genetically modified rice expressing rhIGF-1 protein in C57BL/6J rats.,A 90-day safety study of genetically modified rice expressing rhIGF-1 protein in C57BL/6J rats,M Tang,20,92.86%,92.86%
Proteomic analysis of rice endosperm cells in response to expression of hGM-CSF.,Proteomic analysis of rice endosperm cells in response to expression of hGM-CSF,J Zhu Q Lin,38,91.67%,91.67%
A biologically active rhIGF-1 fusion accumulated in transgenic rice seeds can reduce blood glucose in diabetic mice via oral delivery.,A biologically active rhIGF-1 fusion accumulated in transgenic rice seeds can reduce blood glucose in diabetic mice via oral delivery,W Zhang,41,95.00%,95.00%
Oral administration of recombinant human granulocyte-macrophage colony stimulating factor expressed in rice endosperm can increase leukocytes in mice.,Oral administration of recombinant human granulocyte-macrophage colony stimulating factor expressed in rice endosperm can increase leukocytes in mice,,32,94.44%,94.44%
Characterization and Use of Male Sterility in Hybrid Rice Breeding,Characterization and use of male sterility in hybrid rice breeding,,89,40.00%,40.00%
Characterisation and immunolocalisation of a pollen-specific calmodulin-binding protein from rice,Characterisation and immunolocalisation of a pollen-specific calmodulin-binding protein from rice,Q Zhang J Zhang,5,100.00%,100.00%
Improvement of human lysozyme expression in transgenic rice grain by combining wheat (Triticum aestivum) puroindoline b and rice (Oryza sativa) Gt1 promoters and signal peptides.,Improvement of human lysozyme expression in transgenic rice grain by combining wheat (Triticum aestivum) puroindoline b and rice (Oryza sativa) Gt1 promoters and …,,47,88.00%,100.00%
Expression and localization of human lysozyme in the endosperm of transgenic rice.,Expression and localization of human lysozyme in the endosperm of transgenic rice,B Liu SC Watkins,104,91.67%,91.67%
Analysis of the rice endosperm-specific globulin promoter in transformed rice cells,Analysis of the rice endosperm-specific globulin promoter in transformed rice cells,,52,100.00%,100.00%
Expression of the REB transcriptional activator in rice grains improves the yield of recombinant proteins whose genes are controlled by a Reb-responsive promoter.,Expression of the REB transcriptional activator in rice grains improves the yield of recombinant proteins whose genes are controlled by a Reb-responsive promoter,,54,95.65%,95.65%
Rice ESTs with disease-resistance gene- or defense-response gene-like sequences mapped to regions containing major resistance genes or QTLs.,Rice ESTs with disease-resistance gene-or defense-response gene-like sequences mapped to regions containing major resistance genes or QTLs,Z Wang,132,83.33%,94.12%
"[Construction of the physical map of Pi-2(t), a blast resistance gene in rice].","Construction of the physical map of Pi-2 (t), a blast resistance gene in rice",BY Fu ZK Li,3,76.92%,71.43%
"BWMK1, a novel MAP kinase induced by fungal infection and mechanical wounding in rice.","BWMK1, a novel MAP kinase induced by fungal infection and mechanical wounding in rice",,159,92.86%,92.86%
"Genetic and physical mapping of xa13, a recessive bacterial blight resistance gene in rice","Genetic and physical mapping of xa13, a recessive bacterial blight resistance gene in rice",,71,100.00%,100.00%
Construction of a BAC contig containing the xa5 locus in rice,Construction of a BAC contig containing the xa5 locus in rice,GS Khush,69,100.00%,100.00%
Screening for overlapping bacterial artificial chromosome clones by PCR analysis with an arbitrary primer.,Screening for overlapping bacterial artificial chromosome clones by PCR analysis with an arbitrary primer,,28,92.86%,92.86%
Construction of a bacterial artificial chromosome (BAC) library and identification of overlapping BAC clones with chromosome 4-specific RFLP markers in rice,Construction of a bacterial artificial chromosome (BAC) library and identification of overlapping BAC clones with chromosome 4-specific RFLP markers in rice,,94,100.00%,100.00%
"Polymorphism, distribution, and segregation of AFLP markers in a doubled haploid rice population.","Polymorphism, distribution, and segregation of AFLP markers in a doubled haploid rice population",,221,92.31%,92.31%
Density-Functional Approach to the Frontier-Electron Theory of Chemical Reactivity,Density functional approach to the frontier-electron theory of chemical reactivity,W Yang,1929,33.33%,30.00%
"Electron Density, Kohn-Sham Frontier Orbitals, and Fukui Functions","Electron density, Kohn–Sham frontier orbitals, and Fukui functions",W Yang,327,37.50%,37.50%
"A New Functional with Homogeneous Coordinate Scaling in Density-Functional Theory: F[*,*]","A new functional with homogeneous coordinate scaling in density functional theory: F [ρ, λ]",W Yang,50,27.27%,21.43%
Molecular Softness as the Average of Atomic Softnesses: Companion Principle to the Geometric Mean Principle for Electronegativity Equalization,Molecular softness as the average of atomic softnesses: Companion principle to the geometric mean principle for electronegativity equalization,W Yang SK Ghosh,133,44.44%,44.44%
"Hardness, Softness, and Fukui Function in the Electronic Theory of Metals and Catalysis","Hardness, softness, and the fukui function in the electronic theory of metals and catalysis",W Yang,1035,53.85%,42.86%
Analysis of the Kinetic Energy Functional in Density-Functional Theory,Analysis of the kinetic energy functional in density functional theory,W Yang,9,44.44%,40.00%
Gradient Correction in Thomas-Fermi Theory,Gradient correction in Thomas-Fermi theory,W Yang,143,60.00%,60.00%
Various Functionals for the Kinetic Energy Density of an Atom or Molecule,Various functionals for the kinetic energy density of an atom or molecule,W Yang,83,50.00%,50.00%
The Use of Global and Local Molecular Parameters for the Analysis of the Gas-Phase Basicity of Amines,The use of global and local molecular parameters for the analysis of the gas-phase basicity of amines,W Yang,1141,47.06%,47.06%
Application of a Scaled Particle Theory to Polar Solute System and Calculation of the Salt Effect Constant,[CITATION][C] Application of a scaled particle theory to polar solute system and calculation of the salt effect constant,W Yang,3,41.18%,38.89%
Ab Initio Approach for Many-Electron System Without Invoking Orbitals: An Integral Formulation of Density-Functional Theory,Ab initio approach for many-electron systems without invoking orbitals: An integral formulation of density-functional theory,W Yang,24,26.67%,26.67%
New Relation Between Hardness and Compressibility of Minerals,New relation between hardness and compressibility of minerals,W Yang,51,37.50%,37.50%
Some Remarks on Scaling Relations in Density-Functional Theory,Some Remarks on Scaling Relations in Density Functional Theory,W Yang,2,87.50%,77.78%
"Local Softness and Chemical Reactivity in the Molecules CO, SCN, and H CO","Local softness and chemical reactivity in the molecules CO, SCN− and H2CO",W Yang,143,46.15%,50.00%
Development of the Colle-Salvetti Correlation Energy Formula into a Functional of the Electron Density,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,W Yang,71087,57.14%,61.54%
Ab Initio Approach for Many-Electron Systems Without Invoking Orbitals: An Integral Formulation of Density-Functional Theory,Ab initio approach for many-electron systems without invoking orbitals: An integral formulation of density-functional theory,W Yang,24,26.67%,26.67%
Thermal Properties of Many-Electron Systems: An Integral Formulation of Density-Functional Theory,Thermal properties of many-electron systems: An integral formulation of density-functional theory,W Yang,25,36.36%,36.36%
Dynamic Linear Response of Many-Electron Systems: An Integral Formulation of Density-Functional Theory,Dynamic linear response of many-electron systems: An integral formulation of density-functional theory,W Yang,28,33.33%,33.33%
Density-Functional Theory of Atoms and Molecules,Density functional theory of atoms and molecules,,18800,33.33%,28.57%
The Collocation Method for Calculating Vibrational Bound States of Molecular Systems--With Application to Ar-HCl,The collocation method for calculating vibrational bound states of molecular systems—with application to Ar–HCl,W Yang,65,28.57%,28.57%
An Adapted Form of the Collocation Method for Calculating Energy Levels of Rotating Atom-Diatom Complexes,An adapted form of the collocation method for calculating energy levels of rotating atom–diatom complexes,W Yang,56,33.33%,33.33%
Block Lanczos Approach Combined with Matrix Continued Fraction for the S-Matrix Kohn Variational Principle in Quantum Scattering,Block Lanczos approach combined with matrix continued fraction for the S‐matrix Kohn variational principle in quantum scattering,W Yang,22,41.18%,41.18%
A Collocation Approach for Quantum Scattering Based on the S-Matrix Version of the Kohn Variational Principle,A collocation approach for quantum scattering based on the S‐matrix version of the Kohn variational principle,W Yang,28,43.75%,43.75%
"Approximate Density Matrices and Wigner Distribution Functions from Density, Kinetic Energy Density and Idempotency Constraints","Approximate density matrices and wigner distribution functions from density, kinetic energy density, and idempotency constraints",W Yang,12,26.67%,26.67%
Integral Formulation of Density-Functional Theory,Integral formulation of density-functional theory,W Yang,4,40.00%,40.00%
A Method for Calculating Vibrational Bound States by Iterative Solution of the Collocation Equations Constructed from Localized Basis Sets,A method for calculating vibrational bound states: Iterative solution of the collocation equations constructed from localized basis sets,W Yang,44,31.58%,33.33%
A Local Projection Method for the Linear Combination of Atomic Orbital Implementation of Density-Functional Theory,A local projection method for the linear combination of atomic orbital implementation of density‐functional theory,W Yang,49,33.33%,33.33%
Direct Calculation of Electron Density in Density-Functional Theory,Direct calculation of electron density in density-functional theory,W Yang,913,37.50%,37.50%
Direct Calculation of Electron Density in Density-Functional Theory: Implementation for Benzene and a Tetrapeptide,Direct calculation of electron density in density-functional theory: Implementation for benzene and a tetrapeptide,W Yang,143,50.00%,50.00%
The Divide-and-Conquer Density-Functional Approach: Molecular Internal Rotation and Density of States,The divide‐and‐conquer density‐functional approach: Molecular internal rotation and density of states,W Yang,68,36.36%,36.36%
The Hartley Basis Functions and Transform: Alternatives to Plane Wares and Fourier Transform,The Hartley basis functions and transform: alternatives to plane waves and the Fourier transform,TD Crawford W Yang,5,46.15%,42.86%
Electron Density as the Basic Variable: a Divide-and-Conquer Approach to the Ab Initio Computation of Large Molecules,Electron density as the basic variable: a divide-and-conquer approach to the ab initio computation of large molecules,W Yang,38,41.18%,41.18%
The Ar-C2H2 Intermolecular Potential from High Resolution Spectroscopy and ab initio Theory: A Case for Multi-Center Interactions,The Ar–C2H2 intermolecular potential from high resolution spectroscopy and ab initio theory: A case for multicenter interactions,LG Pedersen,88,41.18%,41.18%
Nonlocal Density Functional Calculations: Comparison of Two Implementation Schemes,Nonlocal density functional calculations: Comparison of two implementation schemes,G Fitzgerald W Yang,19,33.33%,33.33%
Density-Functional Theory of Large Systems: A Divide-and-Conquer Approach,Density-functional theory of large systems: a divide-and-conquer approach,W Yang,1,12.50%,12.50%
Examination of Several Exchange - Correlation Energy Functionals by Accurate Self-Consistent Atomic Calculations,Examination of several exchange‐correlation energy functionals by accurate self‐consistent atomic calculations,W Yang,21,23.08%,27.27%
Density-functional Calculations of the Structure and Stability of C240,Density-functional calculations of the structure and stability of ,JP Lu W Yang,60,55.56%,62.50%
The Shape of Large Single- and Multiple-Shell Fullerenes,Shape of large single-and multiple-shell fullerenes,JP Lu W Yang,165,25.00%,33.33%
Electronic Structure of Solid-State Systems via the Divide-and-Conquer Method,Electronic structure of solid-state systems via the divide-and-conquer method,W Yang,1,44.44%,44.44%
The Fast Fourier Poisson Method for Calculating Ewald Sums,The fast Fourier Poisson method for calculating Ewald sums,W Yang,112,55.56%,55.56%
Structure of the Ammonia Dimer Studied by Density-Functional Theory,Structure of the ammonia dimer studied by density functional theory,W Yang,24,44.44%,40.00%
A New Definition of Atomic Charges Based on A Variational Principle for the Electrostatic Potential Energy,A new definition of atomic charges based on a variational principle for the electrostatic potential energy,TS Lee W Yang,13,31.25%,37.50%
Structure and Stability of Molybdenum Carbide Clusters (MoC4)n (n=1 to 4) and Their Anions,Structure and stability of molybdenum carbide clusters (MoC 4) n (n= 1 to 4) and their anions,W Yang,5,50.00%,35.29%
Density-Functional Theory of the Electronic Structure of Molecules,Density-functional theory of the electronic structure of molecules,W Yang,725,37.50%,37.50%
An Algorithm for 3D numerical integration that scale linearly with the size of the molecule,An algorithm for 3D numerical integration that scales linearly with the size of the molecule,W Yang,52,86.67%,86.67%
A Simple O( N log N) Algorithm for the Rapid Evaluation of Particle-Particle Interactions,A simple O (N log N) algorithm for the rapid evaluation of particle-particle interactions,W Yang,34,42.86%,42.86%
A Density-Matrix Divide-and-Conquer Approach for Electronic Structure Calculations of Large Molecules,A density‐matrix divide‐and‐conquer approach for electronic structure calculations of large molecules,W Yang TS Lee,510,27.27%,27.27%
Towards the Accurate Modeling of DNA: the Importance of Long Range Electrostatics,Toward the accurate modeling of DNA: the importance of long-range electrostatics,W Yang H Lee,185,41.67%,45.45%
Analytical Energy Gradients and Geometry Optimization in the Divide-and-Conquer Method for Large Molecules,Analytical energy gradients and geometry optimization in the divide‐and‐conquer method for large molecules,W Yang,77,38.46%,38.46%
Linear-Scaling Semiempirical Quantum Calculations for Macromolecules,Linear‐scaling semiempirical quantum calculations for macromolecules,TS Lee W Yang,192,16.67%,16.67%
"Density Functinoal Study of the Geometries, Stabilities and Bond Energies of III-V(13-15) Four-Membered Ring Compounds","Density-Functional Study of the Geometries, Stabilities, and Bond Energies of Group III− V (13− 15) Four-Membered-Ring Compounds",,16,60.00%,52.94%
A Concise Redefinition of the Solid Spherical Harmonics and its Use in the fast Multipole Methods,A concise redefinition of the solid spherical harmonics and its use in fast multipole methods,W Yang,43,43.75%,53.33%
Quantum Mechanical Study of Aqueous Polarization Effects on Biological Macromolecules,Quantum mechanical study of aqueous polarization effects on biological macromolecules,TS Lee W Yang,66,30.00%,30.00%
A Chemical Potential Equalization Method for Molecular Simulations,A chemical potential equalization method for molecular simulations,W Yang,218,25.00%,25.00%
Parameterization and Efficient Implementation of a Solvent Model for Linear-Scaling Semiempirical Quantum Mechanical calculations of Biological Macromolecules,Parameterization and efficient implementation of a solvent model for linear-scaling semiempirical quantum mechanical calculations of biological macromolecules,TS Lee W Yang,58,41.18%,41.18%
Structure of Solid-State Systems from Embedded-Cluster Calculations: a Divide-and-Conquer Approach,Structure of solid-state systems from embedded-cluster calculations: A divide-and-conquer approach,W Yang,27,30.00%,30.00%
First-Principles Study of the Structural and Electronic Properties of Ethylene Adsorption on Si(100)-(2x1) Surface,First-principles study of the structural and electronic properties of ethylene adsorption on Si(100)-(21) surface,W Yang,93,35.71%,35.71%
Fast Evaluation of the Coulomb Energy for Electron Densities,Fast evaluation of the Coulomb energy for electron densities,W Yang,49,55.56%,55.56%
Absolute Energy Minimum Principles for Linear Scaling Quantum Mechanical Calculations,Absolute-energy-minimum principles for linear-scaling electronic-structure calculations,W Yang,55,10.00%,16.67%
Describing van der Waals Interaction in Diatomic Molecules with Generalized Gradient Approximations: the ole of the Exchange Functional,Describing van der Waals Interaction in diatomic molecules with generalized gradient approximations: The role of the exchange functional,Y Zhang W Yang,301,50.00%,55.56%
Divide-and-Conquer Calculations for Clean Surfaces and Surface Adsorption,Divide-and-conquer calculations for clean surfaces and surface adsorption,W Yang,4,25.00%,25.00%
A Frozen Density Matrix Approach for Electronic Structure Calculations,Frozen density matrix approach for electronic structure calculations,TS Lee W Yang,22,22.22%,25.00%
Linear-Scaling Quantum Mechanical Calculations of Biological Molecules: The Divide-and-Conquer Approach,Linear-scaling quantum mechanical calculations of biological molecules: The divide-and-conquer approach,TS Lee JP Lewis W Yang,50,20.00%,20.00%
Active Species for the Ground-State Complex of Cytidine Deaminase: A Linear-Scaling Quantum Mechanical Investigation,Active species for the ground-state complex of cytidine deaminase: A linear-scaling quantum mechanical investigation,JP Lewis,44,35.71%,35.71%
A Parallel Implementation of Divide-and-Conquer Semiempirical Quantum Chemistry Calculations,Parallel implementation of divide‐and‐conquer semiempirical quantum chemistry calculations,TS Lee W Yang,19,22.22%,25.00%
On the Scaling of Multipole Methods for Particle-Particle Interactions,On the scaling of multipole methods for particle–particle interactions,W Yang,11,44.44%,44.44%
Generalized adiabatic connection in density functional theory,Generalized adiabatic connection in density functional theory,W Yang,79,100.00%,100.00%
Linear Scaling Methods for Electronic Structure Calculations,Linear scaling methods for electronic structure calculations,W Yang,13,28.57%,28.57%
Special Issue: Symposium on density functional and applications (Part I of II) - Introduction,[CITATION][C] Special issue: Symposium on density functional and applications (part i of ii)-introduction,S Trickey,0,57.14%,61.54%
Quantum Mechanical Treatment of Biological Macromolecules in Solution Using Linear-Scaling electronic Structure Methods,Quantum mechanical treatment of biological macromolecules in solution using linear-scaling electronic structure methods,TS Lee W Yang,75,30.77%,30.77%
A Challenge for Density Functionals: Self-interaction Error Increases for Systems with a Noninteger Number of Electrons,A challenge for density functionals: Self-interaction error increases for systems with a noninteger number of electrons,Y Zhang W Yang,433,43.75%,43.75%
Comment on 'Generalized Gradient Approximation Made Simple',Comment on “Generalized gradient approximation made simple”,Y Zhang W Yang,1539,28.57%,28.57%
A Linear-Scaling Quantum Mechanical Investigation of Cytidine Deaminase,A linear-scaling quantum mechanical investigation of cytidine deaminase,JP Lewis S Liu TS Lee W Yang,20,25.00%,25.00%
A Comparison of Calculated and Experimental Geometries of Crowded Polycyclic Aromatic Hydrocarbons and their Metabolites,A comparison of calculated and experimental geometries for crowded polycyclic aromatic hydrocarbons and their metabolites,,8,33.33%,40.00%
A Pseudo-Bond Approach To Combining Quantum Mechanical And Molecualr Mechanical Methods,A pseudobond approach to combining quantum mechanical and molecular mechanical methods,Y Zhang TS Lee W Yang,504,9.09%,9.09%
Density Functional Study of A Weakly Hydrogen Bonded System: the Benzene-Ammonia Complex,Density functional study of a weakly hydrogen‐bonded benzene–ammonia complex: The importance of the exchange functional,Y Zhang W Yang,14,33.33%,20.00%
Nonothorgonal Localized Molecular Orbitals in Electronic Structure Theory,Nonorthogonal localized molecular orbitals in electronic structure theory,S Liu W Yang,53,12.50%,12.50%
How is the active-site of enolase organized to achieve overall efficiency in catalyzing a two step reaction,How is the active site of enolase organized to catalyze two different reaction steps?,Y Zhang W Yang,111,52.94%,64.29%
Degenerate Ground States and Fractional Number of Electrons in Density and Reduced Density Matrix Functional Theory,Degenerate ground states and a fractional number of electrons in density and reduced density matrix functional theory,W Yang Y Zhang PW Ayers,316,31.25%,29.41%
"Perspective on 'Density-Functional Theory for Fractional Particle Number:Derivative Discontinuities of the Energy' by J.P. Perdew, R.G. Parr, M. Levy and J.L. Balduz,Jr",Density-functional theory for fractional particle number: derivative discontinuities of the energy,JP Perdew,2091,13.64%,27.27%
Free energy calculation on enzyme reactions with an efficient iterative procedure to determine minimum energy paths on a combined ab initio QM/MM potential energy surface,Free energy calculation on enzyme reactions with an efficient iterative procedure to determine minimum energy paths on a combined ab initio QM/MM potential energy …,Y Zhang W Yang,439,92.00%,100.00%
Quantum Mechanics Simulation of Protein Dynamics on Long Time Scale Made Possible,Quantum mechanics simulation of protein dynamics on long timescale,E Kaxiras,157,25.00%,33.33%
Using Density Functional Theory To Design DNA Base Analogues with Low Oxidation Potentials,Using density functional theory to design DNA base analogues with low oxidation potentials,MH Baik,78,23.08%,23.08%
Ab Initio QM/MM and Free Energy Calculations of Enzyme Reactions,Ab initio qm/mm and free energy calculations of enzyme reactions,Y Zhang W Yang,24,30.00%,30.00%
An Empirical Correction to Density Functional Theory for van der Waals Interactions,Empirical correction to density functional theory for van der Waals interactions,Q Wu W Yang,736,50.00%,54.55%
Parameterization of COSMO Solvent Model for Self-Consistent Charge Density-Functional Based Tight-Binding Calculations,Parameterization of cosmo solvent model for self-consistent charge density-functional based tight-binding calculations,W Yang,0,25.00%,25.00%
A Direct Method for Optimizing Effective Potentials in Density Functional Theory,New algorithm for the optimization of geometries in local density functional theory,DR Salahub,689,18.18%,16.67%
Density Functional Theory Calculations with Correct Long Range Potentials,Density-functional theory calculations with correct long-range potentials,Q Wu PW Ayers W Yang,105,11.11%,14.29%
A Direct Optimization Method for Calculating Density Functionals and Exchange-Correlation Potentials from Electron Densities,A direct optimization method for calculating density functionals and exchange–correlation potentials from electron densities,Q Wu W Yang,190,28.57%,28.57%
Spin and Conductance-Peak-Spacing Distributions in Large Quantum Dots: A Density Functional Theory Study,Spin and conductance-peak-spacing distributions in large quantum dots: A density-functional theory study,H Jiang HU Baranger W Yang,36,30.77%,33.33%
Ab-initio QM/MM Study Shows There is no General Acid in the Reaction Catalyzed by 4-Oxalocrotonate Tautomerase,Ab initio QM/MM study shows there is no general acid in the reaction catalyzed by 4-oxalocrotonate tautomerase,GA Cisneros Y Zhang,101,37.50%,35.29%
Additional energies of fullerences and carbon nanotubes as quantum dots: the role of symmetry,Addition energies of fullerenes and carbon nanotubes as quantum dots: the role of symmetry,HU Baranger W Yang,34,85.71%,85.71%
Energetics of the Electron Transfer from Bacteriopheiophytin to Ubiquinone in the Photosynthetic Reaction Center of Rhodopseudomonoas Viridis: Theoretical Study,Energetics of the electron transfer from bacteriopheophytin to ubiquinone in the photosynthetic reaction center of Rhodopseudomonas viridis: theoretical study,,16,42.11%,42.11%
Accurate Polymer Polarizabilities with Exact Exchange Density Functional Theory.,Accurate polymer polarizabilities with exact exchange density-functional theory,P Mori-Sánchez Q Wu W Yang,133,22.22%,25.00%
Visualization of Acoustically Induced Cavitation Bubbles and Microjets with the Aid of High Speed Camera,Visualization of Acoustically Induced Cavitation Bubbles and Microjets with the Aid of High-Speed Camera,,0,86.67%,92.86%
Model Experiment about Effects of Process Variables on Ultrasonic Decomposition of Chemical Substances in Wastewater,Mechanisms and kinetics models for ultrasonic waste activated sludge disintegration,,209,0.00%,0.00%
Improvement of Desulfurization Efficiency of Molten Iron with Magnesium Vapor Produced In Situ by Aluminothermic Reduction of Magnesium Oxide,Improvement of desulfurization efficiency of molten iron with magnesium vapor produced In Situ by aluminothermic reduction of magnesium oxide,,19,42.11%,42.11%
Iron and Steel Refining with Magnesium Vapor Injection,[CITATION][C] Iron And Steel Refining With Magnesium Vapor Injection.,,0,62.50%,55.56%
Behavior of Magnesium in the Desulfurization Process of Molten Iron with Magnesium Vapor Produced In-situ by Aluminothermic Reduction of Magnesium Oxide,Behavior of magnesium in the desulfurization process of molten iron with magnesium vapor produced in-situ by aluminothermic reduction of magnesium oxide,,26,38.10%,38.10%
Effects of Operating Paraments on Desulfurization of Molten Iron with Magnesium Vapor Produced In-situ by Aluminothermic Reduction of Magnesium Oxide,Effects of operating parameters on desulfurization of molten iron with magnesium vapor produced in-situ by aluminothermic reduction of magnesium oxide,,21,35.00%,35.00%
Desulfurization of Molten Iron with Magnesium Vapor Produced In-situ by Aluminothermic Reduction of Magnesium Oxide,Desulfurization of molten iron with magnesium vapor produced in-situ by aluminothermic reduction of magnesium oxide,,25,33.33%,33.33%
Desulfurization of Molten Iron with Magnesium Vapor Produced In-situ by Carbothermic Reduction of Magnesium Oxide,Desulfurization of molten iron with magnesium vapor produced in-situ by carbothermic reduction of magnesium oxide,,23,33.33%,33.33%
Preparation of High Density and Spherical Ni(OH)2 Powders,Synthetic optimization of Li [Ni 1/3 Co 1/3 Mn 1/3] O 2 via co-precipitation,YK Sun,516,12.50%,7.14%
The Distribution of Solid Powders in the Furnace of Molten Salt Chlorination,Lead zirconate titanate ceramics from molten salt solvent synthesized powders,,155,0.00%,0.00%
"The Preparation of Magnesium Metal and Magnesium Alloys from the Waster Salt of Molten Salt Chlorination of PANZIHUA Titanium Slag,",THE PREPARATION OF MAGNESIUM METAL AND MAGNESIUM ALLOYS FROM THE WASTE SALT FROM MOLTEN SALT CHLORIDIZATIONOF PANZIHUA …,,3,0.00%,0.00%
Research on Chlorine Distribution in the Furnace of Molten Salt Chlorination of Rich Titanium Ore,A literature review of titanium metallurgical processes,,168,6.67%,28.57%
Mathematical Modeling of Flow Phenomena in Metal Bath Covered with Molten Slag,[CITATION][C] Mathematical modelling of flow phenomena in metal bath covered with molten slag,B Xu,1,33.33%,30.77%
Mathematical Modeling of Flow Phenomena in Metal Bath Covered with Molten Slag,[CITATION][C] Mathematical modelling of flow phenomena in metal bath covered with molten slag,B Xu,1,33.33%,30.77%
A Study on the Slag-Metal Dispersion and Flow Phenomena in a Gas Stirred Reactor in Metallurgy,The physical and mathematical modelling of gas stirred ladle systems,D Mazumdar RIL Guthrie,244,6.25%,10.00%
Joint mobile data gathering and energy provisioning in wireless rechargeable sensor networks,Joint mobile data gathering and energy provisioning in wireless rechargeable sensor networks,C Wang Y Yang,94,100.00%,100.00%
Low-latency multicast scheduling in all-optical interconnects,Low-latency multicast scheduling in all-optical interconnects,Z Guo Y Yang,3,100.00%,100.00%
A framework of joint mobile energy replenishment and data gathering in wireless rechargeable sensor networks,Joint mobile energy replenishment and data gathering in wireless rechargeable sensor networks,Y Yang,91,73.33%,91.67%
Distributed channel assignment algorithms for 802.11n WLANs with heterogeneous clients,Distributed channel assignment algorithms for 802.11 n WLANs with heterogeneous clients,D Gong Y Yang,7,90.00%,81.82%
NETWRAP: An NDN based real-time wireless recharging framework for wireless sensor networks,Netwrap: An ndn based real-timewireless recharging framework for wireless sensor networks,C Wang F Ye Y Yang,55,66.67%,81.82%
Joint optimal data rate and power allocation in lossy mobile ad hoc networks with delay-constrained traffics,Joint optimal data rate and power allocation in lossy mobile ad hoc networks with delay-constrained traffics,Y Yang,12,100.00%,100.00%
Low-latency SINR-based data gathering in wireless sensor networks,Low-latency SINR-based data gathering in wireless sensor networks,D Gong Y Yang,30,100.00%,100.00%
Privacy-preserving and verifiable protocols for scientific computation outsourcing to the cloud,Privacy-preserving and verifiable protocols for scientific computation outsourcing to the cloud,F Chen T Xiang Y Yang,26,100.00%,100.00%
On-line AP association algorithms for 802.11n WLANs with heterogeneous clients,On-line AP association algorithms for 802.11 n WLANs with heterogeneous clients,D Gong Y Yang,17,90.00%,81.82%
Communication synchronization in cluster-based sensor networks for cyberphysical systems,Communication synchronization in cluster-based sensor networks for cyber-physical systems,Y Yang,15,88.89%,88.89%
Bufferless routing in optical Gaussian macrochip interconnect,Bufferless routing in optical Gaussian macrochip interconnect,Z Guo Y Yang,13,100.00%,100.00%
On-line multicast scheduling with bounded congestion in fat-tree data center networks,On-line multicast scheduling with bounded congestion in fat-tree data center networks,Z Guo Y Yang,26,100.00%,100.00%
Adaptive scheduling in MIMO-based heterogeneous ad hoc networks,Adaptive scheduling in mimo-based heterogeneous ad hoc networks,S Chu X Wang Y Yang,11,87.50%,87.50%
Applying network coding to peer-to-peer file sharing,Applying network coding to peer-to-peer file sharing,Y Yang,19,100.00%,100.00%
Exploring server redundancy in nonblocking multicast data center networks,Exploring server redundancy in nonblocking multicast data center networks,Z Guo Y Yang,12,100.00%,100.00%
Survey on converged data center networks with DCB and FCoE: Standards and protocols,Survey on converged data center networks with DCB and FCoE: standards and protocols,Z Zhang Y Yang,8,92.31%,92.31%
High speed multicast scheduling in hybrid optical packet switches with guaranteed latency,High-speed multicast scheduling in hybrid optical packet switches with guaranteed latency,Z Guo Y Yang,8,83.33%,90.91%
Efficient all-to-all broadcast in Gaussian on-chip networks,Efficient all-to-all broadcast in Gaussian on-chip networks,Z Guo Y Yang,14,100.00%,100.00%
Energy-efficient clustering in lossy wireless sensor networks,Energy-efficient clustering in lossy wireless sensor networks,D Gong Y Yang,44,100.00%,100.00%
Tour planning for mobile data gathering mechanisms in wireless sensor networks,Tour planning for mobile data-gathering mechanisms in wireless sensor networks,Y Yang,142,81.82%,90.00%
Exploiting cooperative relay for high performance communications in MIMO ad hoc networks,Exploiting cooperative relay for high performance communications in MIMO ad hoc networks,S Chu X Wang Y Yang,24,100.00%,100.00%
A flexible platform for hardware-aware network experiments and a case study on wireless network coding,A flexible platform for hardware-aware network experiments and a case study on wireless network coding,Y Yang,12,100.00%,100.00%
Energy-aware routing in hybrid optical network-on-chip for future multi-processor system-on-chip,Energy-aware routing in hybrid optical network-on-chip for future multi-processor system-on-chip,L Liu Y Yang,20,100.00%,100.00%
Flow based performance guarantee scheduling in buffered crossbar switches,Flow based performance guarantee scheduling in buffered crossbar switches,Y Yang,2,100.00%,100.00%
On-line adaptive compression in delay sensitive wireless sensor networks,Online adaptive compression in delay sensitive wireless sensor networks,Y Yang,28,88.89%,88.89%
Optimization based distributed algorithms for mobile data gathering in wireless sensor networks,Optimization-based distributed algorithms for mobile data gathering in wireless sensor networks,Y Yang,85,83.33%,90.91%
Packet scheduling in a low-latency optical interconnect with electronic buffers,Packet scheduling in a low-latency optical interconnect with electronic buffers,L Liu Z Zhang Y Yang,9,100.00%,100.00%
