line,title,author,cited_num,relate,reverse_relate
"""Integrating diverse methods to understand climate–land interactions in East Africa",Integrating diverse methods to understand climate–land interactions in East Africa,JM Olson,50,90.00%,90.00%
"Buruli ulcer disease prevalence in Benin, West Africa: associations with land use/cover and the identification of disease clusters","Buruli ulcer disease prevalence in Benin, West Africa: associations with land use/cover and the identification of disease clusters",ME Benbow,48,100.00%,100.00%
"A Landscape-based Model for Predicting Mycobacterium ulcerans Infection (Buruli Ulcer Disease) Presence in Benin, West Africa","A landscape-based model for predicting Mycobacterium ulcerans infection (Buruli ulcer disease) presence in Benin, West Africa",ME Benbow RC Johnson,39,56.25%,56.25%
"""Use of vegetation properties from EOS observations for land-climate modeling in East Africa",Use of vegetation properties from EOS observations for land‐climate modeling in East Africa,J Qi,13,84.62%,84.62%
"""Mapping Chlorophyll a Concentrations in West Lake, China using Landsat 7 ETM+","Mapping chlorophyll-a concentrations in West Lake, China using Landsat 7 ETM+",N Torbick F Hu J Zhang J Qi,27,66.67%,72.73%
"""Use of vegetation properties from EOS observations for land-climate modeling in East Africa",Use of vegetation properties from EOS observations for land‐climate modeling in East Africa,J Qi,13,84.62%,84.62%
A classification-based assessment of the optimal spectral and spatial resolutions for Great Lakes coastal wetland imagery,A classification-based assessment of the optimal spectral and spatial resolutions for Great Lakes coastal wetland imagery,J Qi,64,100.00%,100.00%
"""Impacts of land use/cover classification accuracy on regional climate simulations",Impacts of land use/cover classification accuracy on regional climate simulations,J Qi N Moore,75,90.00%,90.00%
"""Total carbon mapping in glacial till soils using near-infrared spectroscopy, Landsat imagery and topographical information","Total carbon mapping in glacial till soils using near-infrared spectroscopy, Landsat imagery and topographical information",X Huang K Thelen,52,93.33%,93.33%
A comparative analysis of broadband and narrowband derived vegetation indices in predicting LAI and CCD of a cotton canopy,A comparative analysis of broadband and narrowband derived vegetation indices in predicting LAI and CCD of a cotton canopy,J Qi,96,100.00%,100.00%
Interpretation of the modified soil-adjusted vegetation index isolines in red-NIR reflectance space,Interpretation of the modified soil-adjusted vegetation index isolines in red-NIR reflectance space,Z Jiang J Qi,19,100.00%,100.00%
"""Impacts of land use/cover classification accuracy on regional climate simulations",Impacts of land use/cover classification accuracy on regional climate simulations,J Qi N Moore,75,90.00%,90.00%
"""Landscape dynamics analysis of the Yongding River watershed (Mentougou section) by multi-temporal Landsat imagery",[CITATION][C] Landscape dynamics analysis of the Yongding river watershed (Mentougou section) by multi-temporal Landsat imagery,QI Jiaguoc,0,85.71%,80.00%
"""Validating classification accuracy of low spatial resolution data by using high spatial resolution data",[CITATION][C] Validating classification accuracy of low spatial resolution data by using high spatial resolution data,J Qi L Chen,0,92.86%,86.67%
"""Remote Sensing for Grassland Management in the Arid Southwest",Remote sensing for grassland management in the arid southwest,J Qi,112,33.33%,33.33%
"""Investigating impacts of land-use land cover change on wetlands in the Muskegon River Watershed, Michigan, USA","Investigating impacts of land-use land cover change on wetlands in the Muskegon River Watershed, Michigan, USA",NM Torbick J Qi,28,93.75%,93.75%
Exploring Complexity in a Human–Environment System: An Agent-Based Spatial Model for Multidisciplinary and Multiscale Integration,Exploring Complexity in a Human–Environment System: An Agent‐Based Spatial Model for Multidisciplinary and Multiscale Integration,L An J Qi,263,93.33%,93.33%
Identifying optimal spectral bands from in situ measurements of Great Lakes coastal wetlands using second-derivative analysis,Identifying optimal spectral bands from in situ measurements of Great Lakes coastal wetlands using second-derivative analysis,J Qi,105,100.00%,100.00%
Assessment of Tropical Forest Degradation with Canopy Fractional Cover from Landsat ETM+ and IKONOS Imagery,Assessment of tropical forest degradation with canopy fractional cover from Landsat ETM+ and IKONOS imagery,C Wang J Qi M Cochrane,40,53.33%,53.33%
"Monitoring Selective Logging in Tropical Evergreen Forests Using Landsat: Multitemporal Regional Analyses in Mato Grosso, Brazil","Monitoring selective logging in tropical evergreen forests using landsat: multitemporal regional analyses in Mato Grosso, Brazil",EAT Matricardi MA Cochrane J Qi,24,37.50%,37.50%
"""Monitoring Selective Logging in Tropical Evergreen Forests Using Landsat: Multitemporal Regional Analyses in Mato Grosso, Brazil","Monitoring selective logging in tropical evergreen forests using landsat: multitemporal regional analyses in Mato Grosso, Brazil",EAT Matricardi MA Cochrane J Qi,24,31.25%,31.25%
"""Establishing grassland yield models using Projection Pursuit Regression Method",Establishing grassland yield models using Projection Pursuit Regression method,,0,77.78%,77.78%
Soil moisture estimation in a semiarid rangeland using ERS-2 and TM imagery,Soil moisture estimation in a semiarid rangeland using ERS-2 and TM imagery,C Wang J Qi,92,100.00%,100.00%
"""Optimal classification methods for mapping agricultural tillage practices",Optimal classification methods for mapping agricultural tillage practices,J Qi,101,87.50%,87.50%
A BEHAVIORAL MODEL OF LANDSCAPE CHANGE IN THE AMAZON BASIN: THE COLONIST CASE,A behavioral model of landscape change in the Amazon basin: the colonist case,SA Drzyzga J Qi,47,7.69%,7.69%
Hyperspectral characteristic analysis of a developing cotton canopy under different nitrogen treatments,Hyperspectral characteristic analysis of a developing cotton canopy under different nitrogen treatments,J Qi,15,100.00%,100.00%
"""Responses of net primary productivity (NPP) in Xinjiang to climate changes from 1981-2000",Responses of net primary productivity (NPP) in Xinjiang to climate changes from 1981-2000,,0,92.31%,92.31%
"""An ecological footprint analysis for sustainable development and dynamic change in Wusu city, Xinjiang, China","An ecological footprint analysis for sustainable development and dynamic change in Wusu city, Xinjiang, China",X Chen,0,93.33%,93.33%
"""Remote sensing and modeling the dynamics of soil moisture and vegetative cover of arid and semiarid areas",Remote sensing and modeling the dynamics of soil moisture and vegetative cover of arid and semiarid areas,X Zhan J Qi PR Houser,3,94.12%,94.12%
"""Synergy of optical and radar remote sensing in agricultural applications",Synergy of optical and radar remote sensing in agricultural applications,J Qi,7,90.00%,90.00%
"""Impacts of seasonal climate on net primary productivity (NPP) in Xinjiang, 1981-2000","Impacts of seasonal climate on net primary productivity(NPP) in Xinjiang, 1981-2000",,1,75.00%,81.82%
"""Remote sensing land use and land cover dynamics of Zhangye region in Western China",[CITATION][C] Remote sensing land use and land cover dynamics of Zhangye region in Western China,J Qi,0,92.86%,86.67%
"""Comparison of BRDF models with a fuzzy inference system for correction of bidirectional effects",Comparison of BRDF models with a fuzzy inference system for correction of bidirectional effects,J Qi,6,92.86%,92.86%
Comparison of ERS-2 SAR and Landsat TM imagery for monitoring agricultural crop and soil conditions,Comparison of ERS-2 SAR and Landsat TM imagery for monitoring agricultural crop and soil conditions,J Qi,89,100.00%,100.00%
"""Land-Cover Change in Upper Barataria Basin Estuary, Louisiana, 1972–1992: Increases in Wetland Area","Land-cover change in upper Barataria Basin estuary, Louisiana, 1972–1992: increases in wetland area",PA Soranno J Qi,46,46.15%,46.15%
"""RANGES improves satellite-based information and land cover assessments in southwest United States",RANGES improves satellite‐based information and land cover assessments in southwest United States,J Qi,59,83.33%,83.33%
"""Coupling a grassland ecosystem model with Landsat imagery for a 10-year simulation of carbon and water budgets",Coupling a grassland ecosystem model with Landsat imagery for a 10-year simulation of carbon and water budgets,,87,94.12%,94.12%
"""Derivation and Evaluation of Global 1-km Fractional Vegetation Cover Data for Land Modeling",Derivation and evaluation of global 1-km fractional vegetation cover data for land modeling,X Zeng RE Dickinson,293,30.77%,30.77%
"""Soil moisture evaluation using multi-temporal synthetic aperture radar (SAR) in semiarid rangeland",Soil moisture evaluation using multi-temporal synthetic aperture radar (SAR) in semiarid rangeland,J Qi,189,91.67%,91.67%
"""Time Course of Radiation Use Efficiency in a Shortgrass Ecosystem",Time course of radiation use efficiency in a shortgrass ecosystem: consequences for remotely sensed estimation of primary production,S Rambal,92,40.00%,16.67%
"""Pesticide transport in field soils",Pesticide transport in field soils,GF Vance,27,80.00%,80.00%
"""Time variation of radiation use efficiency of a semiarid grassland: consequences for remotely sensed estimation of primary production",Time variation of radiation use efficiency of a semiarid grassland: consequences for remotely sensed estimation of primary production,S Rambal,1,94.44%,94.44%
"""Reflection of visible light from a dense vegetation canopy—a physical model",Reflection of visible light from a dense vegetation canopy—a physical model,JR Dymond J Qi,19,90.91%,90.91%
"""Nuclear factor p65 interacts with Keap1 to repress the Nrf2ARE pathway",Nuclear factor p65 interacts with Keap1 to repress the Nrf2-ARE pathway,H Li Q Liu,107,81.82%,81.82%
"""Evolutionary dynamics of rabies viruses highlights the importance of China rabies transmission in Asia",Evolutionary dynamics of rabies viruses highlights the importance of China rabies transmission in Asia,J Tang,31,92.86%,92.86%
"""Toward an understanding of the protein interaction network of the human liver",Toward an understanding of the protein interaction network of the human liver,J Wang,124,91.67%,91.67%
"""Ultrasound Guidance for the Creation of a Small Animal Model of Aortic Injury",Ultrasound guidance for the creation of a small animal model of aortic injury,F Zhang,2,38.46%,38.46%
"""Intravascular 3.0 T MRI Using an Imaging-Guidewire: a Feasibility Study in Swine",Intravascular 3.0 T MRI using an imaging-guidewire: a feasibility study in swine,F Zhang J Wang C Yuan,5,50.00%,50.00%
"""Endoscopic stenting for post-transplant biliary stricture: usefulness of a novel removable covered metal stent",Endoscopic stenting for post‐transplant biliary stricture: usefulness of a novel removable covered metal stent,,64,85.71%,85.71%
"""TEC protein tyrosine kinase is involved in the Erk signaling pathway induced by HGF",TEC protein tyrosine kinase is involved in the Erk signaling pathway induced by HGF,,6,92.86%,92.86%
"""Overexpression of Nrdp1/FLRF sensitizes cells to oxidative stress",Overexpression of Nrdp1/FLRF sensitizes cells to oxidative stress,,3,87.50%,87.50%
"""Development of a 0.014-in., anti-solenoid loop MR imaging guidewire for intravascular 3.0-T MR imaging","Development of a 0.014-in., anti-solenoid loop MR imaging guidewire for intravascular 3.0-T MR imaging",F Zhang,4,92.86%,92.86%
Magnetic Resonance Imaging Permits In Vivo Monitoring of Catheter-Based Vascular Gene Delivery,Magnetic resonance imaging permits in vivo monitoring of catheter-based vascular gene delivery,E Atalar,96,16.67%,16.67%
Dielectrophoretic separation of colorectal cancer cells,Dielectrophoretic separation of colorectal cancer cells,F Yang,84,100.00%,100.00%
Recombinant human hepassocin stimulates proliferation of hepatocytes in vivo and improves survival in rats with fulminant hepatic failure,Recombinant human hepassocin stimulates proliferation of hepatocytes in vivo and improves survival in rats with fulminant hepatic failure,,21,100.00%,100.00%
"""Caenorhabditis elegans APN1 plays a vital role in maintaining genome stability",Caenorhabditis elegans APN-1 plays a vital role in maintaining genome stability,H Nilsen,15,81.82%,81.82%
Plk1 phosphorylation of Topors is involved in its degradation,Plk1 phosphorylation of Topors is involved in its degradation,X Liu,8,100.00%,100.00%
"""Transmission dynamics of rabies in China over the last 40 years: 1969–2009",Transmission dynamics of rabies in China over the last 40 years: 1969–2009,,25,91.67%,91.67%
Optimization of magnetosonoporation for stem cell labeling,Optimization of magnetosonoporation for stem cell labeling,P Walczak X Li,9,100.00%,100.00%
Phosphorylation of CLIP170 by Plk1 and CK2 promotes timely formation of kinetochore–microtubule attachments,Phosphorylation of CLIP‐170 by Plk1 and CK2 promotes timely formation of kinetochore–microtubule attachments,,58,92.31%,92.31%
"""PCBP-1 regulates alternative splicing of the CD44 gene and inhibits invasion in human hepatoma cell line HepG2 cells",PCBP-1 regulates alternative splicing of the CD44 gene and inhibits invasion in human hepatoma cell line HepG2 cells,D Hu,38,94.44%,94.44%
"""Finite element analysis of the screw in percutaneous axial lumbosacral interbody fusion",Finite element analysis of the screw in percutaneous axial lumbosacral interbody fusion,H Wang,2,91.67%,91.67%
"""Treatment of inflammatory bowel disease with Chinese drugs administered by both oral intake and retention enema",Treatment of inflammatory bowel disease with Chinese drugs administered by both oral intake and retention enema,,5,93.75%,93.75%
"""Clinical 3.0 T Magnetic Resonance Scanner to Be Used for Imaging of Mouse Atherosclerotic Lesions",Clinical 3.0 T Magnetic Resonance Scanner to Be Used for Imaging of Mouse Atherosclerotic Lesions,H Feng X Yang,0,93.33%,93.33%
"""Over-expression of EDAG in the myeloid cell line 32D: Induction of GATA1 expression and erythroid/megakaryocytic phenotype",Over‐expression of EDAG in the myeloid cell line 32D: Induction of GATA‐1 expression and erythroid/megakaryocytic phenotype,,11,87.50%,87.50%
"""Clinical and radiographic outcomes of the treatment of adolescent idiopathic scoliosis with segmental pedicle screws and combined local autograft and allograft bone for spinal fusion: a retrospective case series",Clinical and radiographic outcomes of the treatment of adolescent idiopathic scoliosis with segmental pedicle screws and combined local autograft and …,S Gu,6,62.07%,95.00%
"""Visualization and Characterization of Atherosclerotic Plaques by Micro-MRI at 4.7 T In Vivo and 11.7 T Ex Vivo",Visualization and Characterization of Atherosclerotic Plaques by Micro-MRI at 4.7 T In Vivo and 11.7 T Ex Vivo,,0,94.44%,94.44%
"""Dual Transfer of GFP Gene and MGd into Stem-Progenitor Cells",Dual transfer of GFP gene and MGd into stem-progenitor cells: toward in vivo MRI of stem cell-mediated gene therapy of atherosclerosis,,15,70.00%,23.81%
"""The Role of Circadian Rhythm in the Pathogenesis of Colorectal Cancer",The role of circadian rhythm in the pathogenesis of colorectal cancer,,5,36.36%,36.36%
"""Renal Artery Stenosis: Current Perspectives on Imaging and Endovascular Management",Renal Artery Stenosis: Current Perspectives on Imaging and Endovascular Management,M Dighe,0,90.00%,90.00%
"""Ag/AgCl-decorated polypyrrole nanotubes and their sensory properties",Ag/AgCl-decorated polypyrrole nanotubes and their sensory properties,X Yang,33,85.71%,85.71%
"""Polypyrrole nanofibers synthesized via reactive template approach and their NH 3 gas sensitivity",Polypyrrole nanofibers synthesized via reactive template approach and their NH 3 gas sensitivity,,45,92.31%,92.31%
Antioxidant and Immunity Activity of Water Extract and Crude Polysaccharide from Ficus carica L. Fruit,Antioxidant and immunity activity of water extract and crude polysaccharide from Ficus carica L. fruit,,122,53.33%,53.33%
"""Down regulation of circadian clock gene Period 2 accelerates breast cancer growth by altering its daily growth rhythm",Down regulation of circadian clock gene Period 2 accelerates breast cancer growth by altering its daily growth rhythm,,97,94.44%,94.44%
Human augmenter of liver regeneration is important for hepatoma cell viability and resistance to radiation-induced oxidative stress,Human augmenter of liver regeneration is important for hepatoma cell viability and resistance to radiation-induced oxidative stress,,42,100.00%,100.00%
Inhibited atherosclerotic plaque formation by local administration of magnetically labeled endothelial progenitor cells (EPCs) in a rabbit model,Inhibited atherosclerotic plaque formation by local administration of magnetically labeled endothelial progenitor cells (EPCs) in a rabbit model,Y Ni,61,100.00%,100.00%
Clock Genes and Cancer,Clock genes and cancer,,64,50.00%,50.00%
Circadian Clock Manipulation for Cancer Prevention and Control and the Relief of Cancer Symptoms,Circadian clock manipulation for cancer prevention and control and the relief of cancer symptoms,,57,42.86%,42.86%
"""A comparison of complete genome sequences of a rabies virus chinese isolate SH06 with the vaccine strains",A comparison of complete genome sequences of a rabies virus Chinese isolate SH06 with the vaccine strains,,2,88.24%,88.24%
"""THE CIRCADIAN CLOCK GENE PER1 SUPPRESSES CANCER CELL PROLIFERATION AND TUMOR GROWTH AT SPECIFIC TIMES OF DAY",The circadian clock gene Per1 suppresses cancer cell proliferation and tumor growth at specific times of day,,92,0.00%,0.00%
Cardiovascular magnetic resonance of quinticuspid aortic valve with aortic regurgitation and dilated ascending aorta,Cardiovascular magnetic resonance of quinticuspid aortic valve with aortic regurgitation and dilated ascending aorta,L Zhang,7,100.00%,100.00%
"""Circadian Time-Dependent Tumor Suppressor Function of Period Genes",Circadian time-dependent tumor suppressor function of period genes,,34,12.50%,12.50%
"""Nuclear protein IκB-ζ inhibits the activity of STAT3",Nuclear protein IκB-ζ inhibits the activity of STAT3,,22,87.50%,87.50%
"""Application of open tubular capillary columns coated with zirconium phosphonate for enrichment of phosphopeptides",Application of open tubular capillary columns coated with zirconium phosphonate for enrichment of phosphopeptides,,22,92.86%,92.86%
"""Discovery of candidate genes and pathways that may help explain fertility cycle stage dependent post-resection breast cancer outcome",Discovery of candidate genes and pathways that may help explain fertility cycle stage dependent post-resection breast cancer outcome,,2,94.44%,94.44%
"""Progress of Protein Quality Control Methods in Shotgun Proteomics*: Progress of Protein Quality Control Methods in Shotgun Proteomics",A model for random sampling and estimation of relative protein abundance in shotgun proteomics,JR Yates,2384,11.11%,28.57%
Intracoronary MR imaging using a 0.014-inch MR imaging-guidewire: Toward MRI-guided coronary interventions,Intracoronary MR imaging using a 0.014‐inch MR imaging‐guidewire: Toward MRI‐guided coronary interventions,E Atalar,17,75.00%,75.00%
"""Molecular MRI of hematopoietic stem-progenitor cells: in vivo monitoring of gene therapy and atherosclerosis",Molecular MRI of hematopoietic stem-progenitor cells: in vivo monitoring of gene therapy and atherosclerosis,,21,92.86%,92.86%
"""Subunit–subunit interactions in the human 26S proteasome",Subunit–subunit interactions in the human 26S proteasome,W Lin,36,85.71%,85.71%
"""Molluscicidal activity against Oncomelania hupensis of Ginkgo biloba",Molluscicidal activity against Oncomelania hupensis of Ginkgo biloba,J Chen,26,87.50%,87.50%
A chimeric multi-epitope DNA vaccine elicited specific antibody response against severe acute respiratory syndrome-associated coronavirus which attenuated the virulence of SARS-CoV in vitro,A chimeric multi-epitope DNA vaccine elicited specific antibody response against severe acute respiratory syndrome-associated coronavirus which attenuated the …,Y Chu,11,73.91%,94.44%
Implementation of advanced technologies in commercial monoclonal antibody production,Implementation of advanced technologies in commercial monoclonal antibody production,,36,100.00%,100.00%
Suppression of EDAG gene expression by phorbol 12-myristate 13-acetate is mediated through down-regulation of GATA1,Suppression of EDAG gene expression by phorbol 12-myristate 13-acetate is mediated through down-regulation of GATA-1,ZD Wang,13,93.33%,93.33%
"""High-resolution MRI of deep-seated atherosclerotic arteries using motexafin gadolinium",High‐resolution MRI of deep‐seated atherosclerotic arteries using motexafin gadolinium,E Atalar,17,77.78%,77.78%
"""Embolotherapy in the Management of Hepatocellular Carcinoma",Embolotherapy in the management of hepatocellular carcinoma,A Mojtahedi,1,42.86%,42.86%
"""A molecular epidemiological study targeting the glycoprotein gene of rabies virus isolates from China",A molecular epidemiological study targeting the glycoprotein gene of rabies virus isolates from China,,76,92.86%,92.86%
"Comparative molluscicidal action of extract of Ginko biloba sarcotesta, arecoline and niclosamide on snail hosts of Schistosoma japonicum","Comparative molluscicidal action of extract of Ginko biloba sarcotesta, arecoline and niclosamide on snail hosts of Schistosoma japonicum",,18,100.00%,100.00%
In vivo MR imaging of bone marrow cells trafficking to atherosclerotic plaques,In vivo MR imaging of bone marrow cells trafficking to atherosclerotic plaques,P Walczak J Zhang,23,100.00%,100.00%
"""MRI of intravenously injected bone marrow cells homing to the site of injured arteries",MRI of intravenously injected bone marrow cells homing to the site of injured arteries,J Zhang P Walczak,24,92.86%,92.86%
"""Molecular epidemiology and sequencing of the GL intergenic region of rabies viruses isolated in China",Molecular epidemiology and sequencing of the GL intergenic region of rabies viruses isolated in China,,12,93.33%,93.33%
Physiological Responses of Limonium aureum Seeds to Ultra-drying,Physiological Responses of Limonium aureum Seeds to Ultra‐drying,HY Feng,28,87.50%,87.50%
Activities of starch hydrolytic enzymes and starch mobilization in roots of Caragana korshinskii following above-ground partial shoot removal,Activities of starch hydrolytic enzymes and starch mobilization in roots of Caragana korshinskii following above-ground partial shoot removal,,15,100.00%,100.00%
"""Monoclonal Antibodies Targeting the HR2 Domain and the Region Immediately Upstream of the HR2 of the S Protein Neutralize In Vitro Infection of Severe Acute Respiratory Syndrome Coronavirus",Monoclonal antibodies targeting the HR2 domain and the region immediately upstream of the HR2 of the S protein neutralize in vitro infection of severe acute …,,34,39.29%,44.00%
"""A Method for Purification and Viral Inactivation of Human Placenta Hemoglobin",A method for purification and viral inactivation of human placenta hemoglobin,,45,27.27%,27.27%
Intravascular Magnetic Resonance/Radiofrequency May Enhance Gene Therapy for Prevention of In-stent Neointimal Hyperplasia,Intravascular magnetic resonance/radiofrequency may enhance gene therapy for prevention of in-stent neointimal hyperplasia,,8,23.08%,23.08%
"""Rapid induction and activation of Tec tyrosine kinase in liver regeneration",Rapid induction and activation of Tec tyrosine kinase in liver regeneration,,9,90.91%,90.91%
"""Deletion of the chromatin remodeling geneSPT10 sensitizes yeast cells to a subclass of DNA-damaging agents",Deletion of the chromatin remodeling gene SPT10 sensitizes yeast cells to a subclass of DNA‐damaging agents,M Aouida,0,80.00%,75.00%
The severe acute respiratory syndrome coronavirus 3a is a novel structural protein,The severe acute respiratory syndrome coronavirus 3a is a novel structural protein,,89,100.00%,100.00%
"""Amino Acids 1055 to 1192 in the S2 Region of Severe Acute Respiratory Syndrome Coronavirus S Protein Induce Neutralizing Antibodies: Implications for the Development of Vaccines and Antiviral Agents",Amino acids 1055 to 1192 in the S2 region of severe acute respiratory syndrome coronavirus S protein induce neutralizing antibodies: implications for the …,BC Fielding,56,31.03%,47.83%
"""MR imaging of biodegradable polymeric microparticles: A potential method of monitoring local drug delivery",MR imaging of biodegradable polymeric microparticles: a potential method of monitoring local drug delivery,,46,85.71%,85.71%
"The 3'->5' Exonuclease of Apn1 Provides an Alternative Pathway To Repair 7,8Dihydro8-Oxodeoxyguanosine in Saccharomyces cerevisiae","The 3′→ 5′ exonuclease of Apn1 provides an alternative pathway to repair 7, 8-dihydro-8-oxodeoxyguanosine in Saccharomyces cerevisiae",D Ramotar,68,46.67%,41.18%
Development of a 0.014-inch magnetic resonance imaging guidewire,Development of a 0.014‐inch magnetic resonance imaging guidewire,,24,87.50%,87.50%
Simultaneous radiofrequency (RF) heating and magnetic resonance (MR) thermal mapping using an intravascular MR imaging/RF heating system,Simultaneous radiofrequency (RF) heating and magnetic resonance (MR) thermal mapping using an intravascular MR imaging/RF heating system,,13,100.00%,100.00%
Imaging after vascular gene therapy,Imaging after vascular gene therapy,,4,100.00%,100.00%
"""Identification of two apurinic/apyrimidinic endonucleases from Caenorhabditis elegans by cross-species complementation",Identification of two apurinic/apyrimidinic endonucleases from Caenorhabditis elegans by cross-species complementation,D Ramotar,19,90.91%,90.91%
"""200. Factor VIII Gene Expression after Catheter-Based DNA Nanoparticle Delivery",200. Factor VIII Gene Expression after Catheter-Based DNA Nanoparticle Delivery,,0,90.00%,90.00%
SU5416 is a potent inhibitor of hepatocyte growth factor receptor (c-Met) and blocks HGF-induced invasiveness of human HepG2 hepatoma cells,SU5416 is a potent inhibitor of hepatocyte growth factor receptor (c-Met) and blocks HGF-induced invasiveness of human HepG2 hepatoma cells,,59,100.00%,100.00%
Hepatocyte growth factor-induced proliferation of hepatic stem-like cells depends on activation of NF-κB,Hepatocyte growth factor-induced proliferation of hepatic stem-like cells depends on activation of NF-κB,,63,100.00%,100.00%
SSFP-based MR thermometry,SSFP‐based MR thermometry,,32,66.67%,66.67%
"""Detection of dual-gene expression in arteries using an optical imaging method",Detection of dual-gene expression in arteries using an optical imaging method,A Kumar,9,90.91%,90.91%
"""Erratum to “Hepatocyte growth factor-induced proliferation of hepatic stem-like cells depends on activation of NF-κB” [J Hepatol 40 (2004) 391–398]",Hepatocyte growth factor-induced proliferation of hepatic stem-like cells depends on activation of NF-κB,,63,55.00%,84.62%
"""Lentiviral Vectors with Two Independent Internal Promoters Transfer High-Level Expression of Multiple Transgenes to Human Hematopoietic Stem-Progenitor Cells",Lentiviral vectors with two independent internal promoters transfer high-level expression of multiple transgenes to human hematopoietic stem-progenitor cells,VM Tanavde T Peng,167,16.67%,16.67%
"""MRI-guided coronary catheterization and PTCA: A feasibility study on a dog model",MRI‐guided coronary catheterization and PTCA: A feasibility study on a dog model,TK Foo,68,91.67%,91.67%
In Vivo Intravascular MR Imaging: Transvenous Technique for Arterial Wall Imaging,In vivo intravascular MR imaging: transvenous technique for arterial wall imaging,,22,27.27%,27.27%
"""Phased-array MRI of canine prostate using endorectal and endourethral coils",Phased‐array MRI of canine prostate using endorectal and endourethral coils,,11,90.00%,90.00%
"""Temperature-Sensitive Growth and Decreased Thermotolerance Associated with relA Mutations in Escherichia coli",Temperature-sensitive growth and decreased thermotolerance associated with relA mutations in Escherichia coli,,26,50.00%,50.00%
"""CAND1 Binds to Unneddylated CUL1 and Regulates the Formation of SCF Ubiquitin E3 Ligase Complex",CAND1 binds to unneddylated CUL1 and regulates the formation of SCF ubiquitin E3 ligase complex,,285,46.67%,46.67%
"""The COP9 Signalosome Inhibits p27 kip1 Degradation and Impedes G1-S Phase Progression via Deneddylation of SCF Cul1",The COP9 signalosome inhibits p27 kip1 degradation and impedes G1-S phase progression via deneddylation of SCF Cul1,T Tsuge,168,52.94%,52.94%
"""The essential role of Cited2, a negative regulator for HIF-1, in heart development and neurulation","The essential role of Cited2, a negative regulator for HIF-1α, in heart development and neurulation",,163,86.67%,86.67%
Development of an intravascular heating source using an MR imaging guidewire,Development of an intravascular heating source using an MR imaging guidewire,E Atalar,26,100.00%,100.00%
"Invasiveness of Hepatocellular Carcinoma Cell Lines: Contribution of Hepatocyte Growth Factor, c-met, and Transcription Factor Ets1","Invasiveness of hepatocellular carcinoma cell lines: contribution of hepatocyte growth factor, c-met, and transcription factor Ets-1",,91,31.25%,31.25%
Involvement of the N Terminus of Ribosomal Protein L11 in Regulation of the RelA Protein of Escherichia coli,Involvement of the N terminus of ribosomal protein L11 in regulation of the RelA protein of Escherichia coli,,51,72.22%,72.22%
Anti-Thrombosis Effect of Paeoniflorin: Evaluated in a Photochemical Reaction Thrombosis Model in vivo,Anti-thrombosis effect of paeoniflorin: evaluated in a photochemical reaction thrombosis model in vivo,X Yang,84,38.46%,38.46%
Intracrine hepatopoietin potentiates AP1 activity through JAB1 independent of MAPK pathway,Intracrine hepatopoietin potentiates AP-1 activity through JAB1 independent of MAPK pathway,Y Zhao,87,90.91%,90.91%
"""Hepatopoietin Acts as an Autocrine Growth Factor in Hepatoma Cells",Hepatopoietin acts as an autocrine growth factor in hepatoma cells,,19,30.00%,30.00%
"""Hepatitis G viral RNA co-infection in plasma and peripheral blood mononuclear cells in patients with hepatitis C",Hepatitis G viral RNA co-infection in plasma and peripheral blood mononuclear cells in patients with hepatitis C,,3,94.12%,94.12%
Dimerization of the RelA protein of Escherichia coli,Dimerization of the RelA protein of Escherichia coli,,16,100.00%,100.00%
"Toward MRI-guided coronary catheterization: Visualization of guiding catheters, guidewires, and anatomy in real time","Toward MRI‐guided coronary catheterization: Visualization of guiding catheters, guidewires, and anatomy in real time",P Aksit,82,92.86%,92.86%
Identification and Characterization of Differentially Expressed Genes in the Early Response Phase during Liver Regeneration,Identification and characterization of differentially expressed genes in the early response phase during liver regeneration,G Wang,50,40.00%,40.00%
Phase-specific optimization of multiple endotoxin-protein production with genetically engineered Bacillus thuringiensis,Phase‐specific optimization of multiple endotoxin‐protein production with genetically engineered Bacillus thuringiensis,XM Yang,14,81.82%,81.82%
"""MRI at the Leading Edge: High Speed and High Resolution",[CITATION][C] MRI at the Leading Edge: High Speed and High Resolution,PA Bottomley A Lardo,0,90.00%,81.82%
Intravascular MR imaging and intravascular MR-guided interventions,Intravascular MR imaging and intravascular MR-guided interventions,E Atalar,17,100.00%,100.00%
"""Molecular cloning of the human gene, PNKP, encoding a polynucleotide kinase 3'-phosphatase and evidence for its role in repair of DNA strand breaks caused by oxidative damage","Molecular cloning of the human gene, PNKP, encoding a polynucleotide kinase 3′-phosphatase and evidence for its role in repair of DNA strand breaks caused by …",D Ramotar,215,81.48%,88.00%
"""Alignment of grains in Bi1.6Pb0.4Sr2Ca2Cu3Ox by hot deformation",Alignment of grains in Bi1. 6Pb0. 4Sr2Ca2Cu3Ox by hot deformation,,17,75.00%,60.00%
"""Limitations of strain estimation techniques from discrete deformation observations",Limitations of strain estimation techniques from discrete deformation observations,,7,88.89%,88.89%
"""Constraints on time-dependent volcanic source models at Long Valley Caldera from 1996 to 2009 using InSAR and geodetic measurements",Constraints on time-dependent volcanic source models at Long Valley Caldera from 1996 to 2009 using InSAR and geodetic measurements,,18,94.74%,94.74%
LIBRATION IN THE EARTH'S ROTATION,Libration in the Earth's rotation,,50,0.00%,0.00%
