line,title,author,cited_num,relate,reverse_relate
SKLB610: a novel potential inhibitor of vascular endothelial growth factor receptor tyrosine kinases inhibits angiogenesis and tumor growth in vivo.,SKLB610: a novel potential inhibitor of vascular endothelial growth factor receptor tyrosine kinases inhibits angiogenesis and tumor growth in vivo,,20,95.00%,95.00%
Synthesis and biological evaluation of novel acenaphthene derivatives as potential antitumor agents.,Synthesis and Biological Evaluation of Novel Acenaphthene Derivatives as Potential Antitumor Agents,YM Xie Y Deng L Ouyang,6,33.33%,33.33%
Overexpression of the hBiot2 gene is associated with development of human cervical cancer.,Overexpression of the hBiot2 gene is associated with development of human cervical cancer,,4,92.31%,92.31%
Integrated computational model of cell cycle and checkpoint reveals different essential roles of Aurora-A and Plk1 in mitotic entry.,Integrated computational model of cell cycle and checkpoint reveals different essential roles of Aurora-A and Plk1 in mitotic entry,,11,94.74%,94.74%
Therapeutic effects of survivin dominant negative mutant in a mouse model of prostate cancer.,Therapeutic effects of survivin dominant negative mutant in a mouse model of prostate cancer,,18,92.86%,92.86%
Kzp controls canonical Wnt8 signaling to modulate dorsoventral patterning during zebrafish gastrulation.,Kzp controls canonical Wnt8 signaling to modulate dorsoventral patterning during zebrafish gastrulation,,11,91.67%,91.67%
Antitumor effect of mSurvivinThr34→Ala in murine colon carcinoma when administered intravenously.,Antitumor effect of mSurvivinThr34→ Ala in murine colon carcinoma when administered intravenously,L Wang Y Wang,5,81.82%,75.00%
Antitumor and antimetastatic activities of chloroquine diphosphate in a murine model of breast cancer.,Antitumor and antimetastatic activities of chloroquine diphosphate in a murine model of breast cancer,,50,92.86%,92.86%
"Novel thienopyridine derivatives as specific anti-hepatocellular carcinoma (HCC) agents: synthesis, preliminary structure-activity relationships, and in vitro biological evaluation.","Novel thienopyridine derivatives as specific anti-hepatocellular carcinoma (HCC) agents: Synthesis, preliminary structure–activity relationships, and in vitro biological …",,40,77.78%,82.35%
Immunotherapy targeting fibroblast activation protein inhibits tumor growth and increases survival in a murine colon cancer model.,Immunotherapy targeting fibroblast activation protein inhibits tumor growth and increases survival in a murine colon cancer model,TT Ma,75,94.12%,94.12%
Lentiviral vector-mediated doxycycline-inducible iASPP gene targeted RNA interference in hepatocellular carcinoma.,Lentiviral vector-mediated doxycycline-inducible iASPP gene targeted RNA interference in hepatocellular carcinoma,,16,90.91%,90.91%
The pigment epithelial-derived factor gene loaded in PLGA nanoparticles for therapy of colon carcinoma.,The pigment epithelial-derived factor gene loaded in PLGA nanoparticles for therapy of colon carcinoma,,18,92.86%,92.86%
Proteomic analysis of interstitial fluid in bone marrow identified that peroxiredoxin 2 regulates H(2)O(2) level of bone marrow during aging.,Proteomic analysis of interstitial fluid in bone marrow identified that peroxiredoxin 2 regulates H2O2 level of bone marrow during aging,,22,90.00%,90.00%
A novel transdermal plasmid-dimethylsulfoxide delivery technique for treatment of psoriasis.,A novel transdermal plasmid-dimethylsulfoxide delivery technique for treatment of psoriasis,Y Zhang XK Zhou,4,90.00%,90.00%
"An N-, C-terminally truncated basic fibroblast growth factor and LPD (liposome-polycation-DNA) complexes elicits a protective immune response against murine colon carcinoma.","An N-, C-terminally truncated basic fibroblast growth factor and LPD (liposome-polycation-DNA) complex elicits a protective immune response against murine colon …",X Zhang,10,85.71%,90.00%
Retinoic acid and dimethyl sulfoxide promote efficient delivery of transgenes to mouse skin by topically transdermal penetration.,Retinoic acid and dimethyl sulfoxide promote efficient delivery of transgenes to mouse skin by topically transdermal penetration,X Chen,5,94.12%,94.12%
Suppression of human MDA-MB-435S tumor by U6 promoter-driven short hairpin RNAs targeting focal adhesion kinase.,Suppression of human MDA-MB-435S tumor by U6 promoter-driven short hairpin RNAs targeting focal adhesion kinase,,7,93.33%,93.33%
MicroRNA-17 post-transcriptionally regulates polycystic kidney disease-2 gene and promotes cell proliferation.,MicroRNA-17 post-transcriptionally regulates polycystic kidney disease-2 gene and promotes cell proliferation,,75,90.91%,90.91%
RNA interference-mediated silencing of focal adhesion kinase inhibits growth of human colon carcinoma xenograft in nude mice,RNA interference-mediated silencing of focal adhesion kinase inhibits growth of human colon carcinoma xenograft in nude mice,,12,100.00%,100.00%
Silencing of pkm2 increases the efficacy of docetaxel in human lung cancer xenografts in mice,Silencing of pkm2 increases the efficacy of docetaxel in human lung cancer xenografts in mice,,71,100.00%,100.00%
Down-regulation of Pkd2 by siRNAs suppresses cell-cell adhesion in the mouse melanoma cells.,Down-regulation of Pkd2 by siRNAs suppresses cell–cell adhesion in the mouse melanoma cells,,6,84.62%,84.62%
A novel zinc finger protein Zfp637 behaves as a repressive regulator in myogenic cellular differentiation.,A novel zinc finger protein Zfp637 behaves as a repressive regulator in myogenic cellular differentiation,Q Wang,9,93.33%,93.33%
Combination of vesicular stomatitis virus matrix protein gene therapy with low-dose cisplatin improves therapeutic efficacy against murine melonoma.,Combination of vesicular stomatitis virus matrix protein gene therapy with low‐dose cisplatin improves therapeutic efficacy against murine melonoma,W Shi,11,88.89%,88.89%
Taking quinazoline as a general support-Nog to design potent and selective kinase inhibitors: application to FMS-like tyrosine kinase 3.,Taking Quinazoline as a General Support‐Nog to Design Potent and Selective Kinase Inhibitors: Application to FMS‐like Tyrosine Kinase 3,JJ Chen,12,31.58%,31.58%
A review of current applications of mass spectrometry for neuroproteomics in epilepsy.,A review of current applications of mass spectrometry for neuroproteomics in epilepsy,,14,91.67%,91.67%
Efficient inhibition of non-small-cell lung cancer xenograft by systemic delivery of plasmid-encoding short-hairpin RNA targeting VEGF.,Efficient inhibition of non-small-cell lung cancer xenograft by systemic delivery of plasmid-encoding short-hairpin RNA targeting VEGF,Y Yang,21,93.75%,93.75%
Anti-tumor activity of N-trimethyl chitosan-encapsulated camptothecin in a mouse melanoma model.,Anti-tumor activity of N-trimethyl chitosan-encapsulated camptothecin in a mouse melanoma model,,25,90.91%,90.91%
Enhancement of cisplatin sensitivity in Lewis Lung carcinoma by liposome-mediated delivery of a survivin mutant.,Enhancement of cisplatin sensitivity in Lewis Lung carcinoma by liposome-mediated delivery of a survivin mutant,,21,93.33%,93.33%
Enhanced tumor radiosensitivity by a survivin dominant-negative mutant,Enhanced tumor radiosensitivity by a survivin dominant-negative mutant,,14,100.00%,100.00%
Biodegradable thermosensitive injectable PEG-PCL-PEG hydrogel for bFGF antigen delivery to improve humoral immunity.,Biodegradable thermosensitive injectable PEG-PCL-PEG hydrogel for bFGF antigen delivery to improve humoral immunity,,26,92.31%,92.31%
Intratumoral expression of mature human neutrophil peptide-1 mediates antitumor immunity in mice.,Intratumoral expression of mature human neutrophil peptide-1 mediates antitumor immunity in mice,N Xu,32,91.67%,91.67%
Induction of tumor inhibition and apoptosis by a candidate tumor suppressor gene DRR1 on 3p21.1.,Induction of tumor inhibition and apoptosis by a candidate tumor suppressor gene DRR1 on 3p21. 1,XY Zhao,24,93.33%,87.50%
Acute toxicity evaluation of biodegradable in situ gel-forming controlled drug delivery system based on thermosensitive PEG-PCL-PEG hydrogel.,Acute toxicity evaluation of biodegradable in situ gel‐forming controlled drug delivery system based on thermosensitive PEG‐PCL‐PEG hydrogel,,37,82.35%,82.35%
Phosphoinositide 3-kinase gamma inhibitor ameliorates concanavalin A-induced hepatic injury in mice.,Phosphoinositide 3-kinase γ inhibitor ameliorates concanavalin A-induced hepatic injury in mice,,23,81.82%,81.82%
[Inhibition of tumour cells with hepatitis B virus x (HBx) gene adenoviral vector in vivo].,Inhibition of tumour cells with hepatitis B virus x (HBx) gene adenoviral vector in vivo,P Chen,3,86.67%,86.67%
Therapeutic effects of recombinant human endostatin adenovirus in a mouse model of malignant pleural effusion,Therapeutic effects of recombinant human endostatin adenovirus in a mouse model of malignant pleural effusion,ZX Xi,34,100.00%,100.00%
[The feasibility of application of reverse docking method to the selectivity studies of protein kinase inhibitors].,The feasibility of application of reverse docking method to the selectivity studies of protein kinase inhibitors,SY Yang,1,87.50%,87.50%
[Screening and identification of mesenchymal stem cell strains to secret mouse interleukin-12 mediated with lenti-viral vector].,Screening and identification of mesenchymal stem cell strains to secret mouse interleukin-12 mediated with lenti-viral vector,JR Xu,2,87.50%,87.50%
[Construction and identification of eukaryotic co-expression plasmid carrying FUS1 and recombinant human IL-12 genes and its effection on apoptosis of A549 cells].,Construction and identification of eukaryotic co-expression plasmid carrying FUS1 and recombinant human IL-12 genes and its effection on apoptosis of A549 cells,,1,90.91%,90.91%
Pharmacophore modeling and virtual screening studies of checkpoint kinase 1 inhibitors.,Pharmacophore modeling and virtual screening studies of checkpoint kinase 1 inhibitors,LJ Yang,14,90.91%,90.91%
Keratin 17 identified by proteomic analysis may be involved in tumor angiogenesis.,Keratin 17 identified by proteomic analysis may be involved in tumor angiogenesis,SZ Zhang XY Liu,8,91.67%,91.67%
Liposomal honokiol inhibits VEGF-D-induced lymphangiogenesis and metastasis in xenograft tumor model.,Liposomal honokiol inhibits VEGF‐D‐induced lymphangiogenesis and metastasis in xenograft tumor model,A Fu,43,81.82%,81.82%
An integrated scheme for feature selection and parameter setting in the support vector machine modeling and its application to the prediction of pharmacokinetic properties of drugs.,An integrated scheme for feature selection and parameter setting in the support vector machine modeling and its application to the prediction of pharmacokinetic …,,48,84.62%,100.00%
[A novel strategy for development of universal tumor vaccine: a DC-targeted adenovirus encoding hTRT].,A novel strategy for development of universal tumor vaccine: a DC-targeted adenovirus encoding hTRT,,2,85.71%,85.71%
Three-class classification models of logS and logP derived by using GA-CG-SVM approach.,Three-class classification models of logS and logP derived by using GA–CG–SVM approach,,26,83.33%,83.33%
Pharmacophore modeling study based on known spleen tyrosine kinase inhibitors together with virtual screening for identifying novel inhibitors.,Pharmacophore modeling study based on known spleen tyrosine kinase inhibitors together with virtual screening for identifying novel inhibitors,,37,100.00%,94.44%
Acute toxicity evaluation of in situ gel-forming controlled drug delivery system based on biodegradable poly(epsilon-caprolactone)-poly(ethylene glycol)-poly(epsilon-caprolactone) copolymer.,Acute toxicity evaluation of in situ gel-forming controlled drug delivery system based on biodegradable poly (ε-caprolactone)–poly (ethylene glycol)–poly (ε …,,12,82.35%,73.68%
Support vector machine and pharmacophore-based prediction models of multidrug-resistance protein 2 (MRP2) inhibitors.,Support vector machine and pharmacophore-based prediction models of multidrug-resistance protein 2 (MRP2) inhibitors,,18,92.31%,92.31%
[Intravenous delivery of cationic liposomes conjugation to recombinant adenoviral vectors containing human endostatin gene inhibits ovarian cancer growth in nude mice].,Intravenous delivery of cationic liposomes conjugation to recombinant adenoviral vectors containing human endostatin gene inhibits ovarian cancer growth in nude …,L Wang,3,85.71%,90.00%
Endothelial cell-specific molecule 2 (ECSM2) modulates actin remodeling and epidermal growth factor receptor signaling.,Endothelial cell‐specific molecule 2 (ECSM2) modulates actin remodeling and epidermal growth factor receptor signaling,H Yang W Wu,23,85.71%,85.71%
Immunotherapy of tumors with recombinant adenovirus encoding macrophage inflammatory protein 3beta induces tumor-specific immune response in immunocompetent tumor-bearing mice.,Immunotherapy of tumors with recombinant adenovirus encoding macrophage inflammatory protein 3β induces tumor-specific immune response in immunocompetent …,R Zhang,10,78.95%,88.24%
Humoral immunity responses against EGFR-positive tumor cells induced by xenogeneic EGFR expressed in the yeast Pichia pastoris,Humoral immunity responses against EGFR-positive tumor cells induced by xenogeneic EGFR expressed in the yeast Pichia pastoris,,1,100.00%,100.00%
Proteomic profiling identifies aberrant epigenetic modifications induced by hepatitis B virus X protein.,Proteomic profiling identifies aberrant epigenetic modifications induced by hepatitis B virus X protein,,64,92.31%,92.31%
Steered molecular dynamics simulations reveal the likelier dissociation pathway of imatinib from its targeting kinases c-Kit and Abl.,Steered molecular dynamics simulations reveal the likelier dissociation pathway of imatinib from its targeting kinases c-Kit and Abl,LJ Yang,34,94.44%,94.44%
The possible role of myosin light chain in myoblast proliferation.,The possible role of myosin light chain in myoblast proliferation,SZ Zhang,15,90.00%,90.00%
"Barbigerone, a natural isoflavone, induces apoptosis in murine lung-cancer cells via the mitochondrial apoptotic pathway.","Barbigerone, a natural isoflavone, induces apoptosis in murine lung-cancer cells via the mitochondrial apoptotic pathway",,28,93.33%,93.33%
Anti-tumor effects of a human VEGFR-2-based DNA vaccine in mouse models.,Anti-tumor effects of a human VEGFR-2-based DNA vaccine in mouse models,,18,90.91%,90.91%
"""Anti-tumor effect of adenovirus-mediated gene transfer of pigment epithelium-derived factor on mouse B16-F10 melanoma.",Anti-tumor effect of adenovirus-mediated gene transfer of pigment epithelium-derived factor on mouse B16-F10 melanoma,,41,85.71%,85.71%
RNA interference-mediated silencing of the phosphatidylinositol 3-kinase catalytic subunit attenuates growth of human ovarian cancer cells in vitroand in vivo.,RNA interference-mediated silencing of the phosphatidylinositol 3-kinase catalytic subunit attenuates growth of human ovarian cancer cells in vitroand in vivo,,23,95.00%,95.00%
"RNA interference against Biot2, a novel mouse testis-specific gene, inhibits the growth of tumor cells.","RNA interference against Biot2, a novel mouse testis—specific gene, inhibits the growth of tumor cells",,3,86.67%,86.67%
Suppression of lung cancer in murine model: treated by combination of recombinant human endostsatin adenovirus with low-dose cisplatin.,Suppression of lung cancer in murine model: treated by combination of recombinant human endostsatin adenovirus with low-dose cisplatin,,27,94.44%,94.44%
In vitro drug release behavior from a novel thermosensitive composite hydrogel based on Pluronic f127 and poly(ethylene glycol)-poly(epsilon-caprolactone)-poly(ethylene glycol) copolymer.,In vitro drug release behavior from a novel thermosensitive composite hydrogel based on Pluronic f127 and poly (ethylene glycol)-poly (ε-caprolactone)-poly …,,57,80.00%,80.00%
A specific pharmacophore model of Aurora B kinase inhibitors and virtual screening studies based on it.,A specific pharmacophore model of Aurora B kinase inhibitors and virtual screening studies based on it,HY Wang,15,93.75%,93.75%
Identification of ATP synthase beta subunit (ATPB) on the cell surface as a non-small cell lung cancer (NSCLC) associated antigen.,Identification of ATP synthase beta subunit (ATPB) on the cell surface as a non-small cell lung cancer (NSCLC) associated antigen,,31,95.00%,95.00%
"Vascular endothelial cell antigen (VECA), a novel secreted protein: overexpression in Escherichia coli of the hexahistidine- tagged protein and production of polyclonal antibodies.","Vascular endothelial cell antigen (VECA), a novel secreted protein: overexpression in Escherichia coli of the hexahistidine‐tagged protein and production of …",HS Yang YY Chen,1,78.26%,95.00%
Immunotherapy of tumors with xenogeneic endothelial cells as a vaccine.,Immunotherapy of tumors with xenogeneic endothelial cells as a vaccine,,287,90.00%,90.00%
Parametric vibration of stay cables under axial narrow-band stochastic excitation,Parametric vibration of stay cables under axial narrow-band stochastic excitation,,3,100.00%,100.00%
Experimental study on wind loads on cylindrical reticulated shells,Experimental study on wind loads on cylindrical reticulated shells,,0,100.00%,100.00%
Recent research and applications of GPS-based monitoring technology for high-rise structures,Recent research and applications of GPS‐based monitoring technology for high‐rise structures,,122,81.82%,81.82%
Experimental assessment of high-rate GPS receivers for deformation monitoring of bridge,Experimental assessment of high-rate GPS receivers for deformation monitoring of bridge,,106,100.00%,100.00%
Simulation Method of Slide Snow Load on Roofs and its application in Some Representative Regions of China,Simulation method of sliding snow load on roofs and its application in some representative regions of China,,7,52.94%,52.94%
Across-wind Equivalent Static Wind Loads and Responses of High-rise Buildings with Rectangular Sections,Across-wind equivalent static wind loads and responses of super-high-rise buildings,,7,23.08%,30.00%
Field measurement of wind characteristics of Typhoon Muifa on the Shanghai World Financial Center,Field measurement of wind characteristics of Typhoon Muifa on the Shanghai World Financial Center,,12,100.00%,100.00%
Field experiments for wind loads on a low-rise building with adjustable pitch,Field experiments for wind loads on a low-rise building with adjustable pitch,X Wang,9,100.00%,100.00%
Experimental assessment of high-rate GPS receivers for deformation monitoring of bridge,Experimental assessment of high-rate GPS receivers for deformation monitoring of bridge,,106,100.00%,100.00%
Some important aspects of wind-resistant studies on long-span bridges,Some important aspects of wind-resistant studies on long-span bridges,,2,100.00%,100.00%
Verification of a tree canopy model and an example of its application in wind environment optimization,Verification of a tree canopy model and an example of its application in wind environment optimization,Y Yang TKT Tse,2,100.00%,100.00%
Responses of wind-induced internal pressure in a two-compartment building with a dominant opening and background porosity. Part 2: Parameter analysis and fitting of magnification factors of fluctuating internal pressure,Responses of wind-induced internal pressure in a two-compartment building with a dominant opening and background porosity Part 2: Parameter analyses and …,,0,62.07%,109.52%
Responses of wind-induced internal pressure in a two-compartment building with a dominant opening and background porosity. Part 1: Theoretical formulation and experimental verification”,… of wind-induced internal pressure in a two-compartment building with a dominant opening and background porosity Part 1: Theoretical formulation and experimental …,,2,78.26%,85.71%
Grouping Response Method for Equivalent Static Wind Loads based on Modified LRC Method,Grouping response method for equivalent static wind loads based on a modified LRC method,,9,38.46%,35.71%
Recent researches and applications of GPS-based monitoring technology for high-rise structures,Recent research and applications of GPS‐based monitoring technology for high‐rise structures,,122,72.73%,72.73%
Optimal sensor placement for structural health monitoring based on multiple optimization strategies,Optimal sensor placement for structural health monitoring based on multiple optimization strategies,,145,100.00%,100.00%
Across-wind loads and effects of super-tall buildings and structures,Across-wind loads and effects of super-tall buildings and structures,,7,100.00%,100.00%
Interference Effects of Tall Buildings under Wind Action,Interference excitation of twin tall buildings,KCS Kwok,136,25.00%,33.33%
Characterization and extraction of global positioning system (GPS) multipath signals using improved particle-filtering algorithm,Characterization and extraction of global positioning system multipath signals using an improved particle-filtering algorithm,,39,92.86%,92.86%
"Optimal sensor placement for health monitoring of high-rise structure based on genetic algorithm,""",Optimal sensor placement for health monitoring of high-rise structure based on genetic algorithm,,71,92.31%,92.31%
Determination and Comparison of Optimal Placement Scheme for Dalian Internatioanl Trade Mansion,Determination and comparison of optimal placement scheme for dalian internatioanl trade mansion,,1,33.33%,33.33%
A new method for optimal selection of sensor location on a high-rise building using simplified finite element model,A new method for optimal selection of sensor location on a high-rise building using simplified finite element model,,60,100.00%,100.00%
Wind Loads and Responses of Two Neighboring Dry Coal Sheds,Wind loads and responses of two neighboring dry coal sheds,,6,30.00%,30.00%
A New Approximation Method for dynamics responses and Equivalent Static Wind Loads of Large-span Roof Structures,The LRC (load-response-correlation)-method a general method of estimating unfavourable wind load distributions for linear and non-linear structural behaviour,,181,18.75%,16.67%
Experimental study on wind loading on complicated group-tower,Experimental study on wind loading on a complicated group-tower,,5,100.00%,88.89%
Wind-resistant studies on tall buildings and structures,Wind-resistant studies on tall buildings and structures,,9,100.00%,100.00%
Recent research and applications of GPS based technology for bridge health monitoring,Recent research and applications of GPS based technology for bridge health monitoring,,45,100.00%,100.00%
Wind loads and wind-induced responses of Guangzhou New TV Tower,Wind loads and wind-induced responses of Guangzhou New TV Tower,,4,100.00%,100.00%
Static Configurations of Cables in Cable Stayed Bridges,Static configurations of cables in cable stayed bridges,,4,37.50%,37.50%
Error Assessment for Spectral Representation Method in Wind Velocity Field Simulation,Error assessment for spectral representation method in wind velocity field simulation,,17,27.27%,27.27%
Full-scale measurements of dynamic response of a suspension bridge subjected to environmental loads using GPS technology,Full-scale measurements of dynamic response of suspension bridge subjected to environmental loads using GPS technology,,48,93.75%,100.00%
Evaluation of earthquake-induced structural damages by wavelet transform,Evaluation of earthquake-induced structural damages by wavelet transform,,64,100.00%,100.00%
An approximation method for resonance response with coupling modes of large-span roofs under wind action,An approximation method for resonant response with coupling modes of structures under wind action,,22,80.00%,85.71%
On wind-rain induced vibration of cables of cable-stayed bridges based on quasi-steady assumption,On wind–rain induced vibration of cables of cable-stayed bridges based on quasi-steady assumption,,23,92.31%,92.31%
CFD based simulations of flutter features of ideal thin plates with and without central slot,CFD based simulations of flutter characteristics of ideal thin plates with and without central slot,,9,93.33%,93.33%
Experimental and Theoretical simulations on wind-rain induced vibration of 3-D rigid stay cables,Experimental and theoretical simulations on wind–rain-induced vibration of 3-D rigid stay cables,,50,76.92%,83.33%
On wind-rain induced vibration of cables of cable-stayed bridges based on quasi-steady assumption,On wind–rain induced vibration of cables of cable-stayed bridges based on quasi-steady assumption,,23,92.31%,92.31%
CFD based simulations of flutter features of ideal thin plates with and without central slot,CFD based simulations of flutter characteristics of ideal thin plates with and without central slot,,9,93.33%,93.33%
New inflow boundary conditions for modeling equilibrium atmosphere boundary layer in CWE,[CITATION][C] New inflow boundary conditions for modeling equilibrium atmospheric boundary layers in CWE,,0,83.33%,76.92%
Experimental and Theoretical simulations on wind-rain induced vibration of 3-D rigid stay cables,Experimental and theoretical simulations on wind–rain-induced vibration of 3-D rigid stay cables,,50,76.92%,83.33%
Effect of rain on flutter derivatives of bridge decks，decks,Effect of rain on flutter derivatives of bridge decks,,5,88.89%,88.89%
On the  influences of equilibrium atmosphere boundary layer and turbulence parameters in CWE,Influences of equilibrium atmosphere boundary layer and turbulence parameter on wind loads of low-rise buildings,W Yang,70,57.14%,46.67%
Wind tunnel tests and numerical simulations of wind pressures on buildings in staggered arrangement,Wind tunnel tests and numerical simulations of wind pressures on buildings in staggered arrangement,,56,100.00%,100.00%
Theoretical and experimental studies on aerodynamic instability of 2-dimensional circular cylinder with moving attachment,Aerodynamic characteristics of an inclined and yawed circular cylinder with artificial rivulet,S Chen,13,35.71%,41.67%
Spectral characteristics and correlation of dynamic wind forces on a super-tall building,Spectral characteristics and correlation of dynamic wind forces on a super‐tall building,,7,91.67%,91.67%
Wind Tunnel and CFD Study of Identification of Flutter Derivatives of a Long-Span Self-Anchored,Wind Tunnel and CFD Study on Identification of Flutter Derivatives of a Long‐Span Self‐Anchored Suspension Bridge,,28,78.57%,75.00%
Simulation study of SRS-based adaptive feedforward vibration control,Simulation study of SRS-based adaptive feedforward vibration control,,2,100.00%,100.00%
Control of wind induced vibration of long span bridgesUFFE and tall buildings,Control of wind-induced vibration of long-span bridges and tall buildings,,5,58.33%,70.00%
Simplified evaluation of wind-induced interference effects among three tall buildings,Simplified formulas for evaluation of wind-induced interference effects among three tall buildings,,82,100.00%,83.33%
Wind tunnel and full-scale study of wind effects on China’s tallest building,Wind tunnel and full-scale study of wind effects on China's tallest building,,68,91.67%,91.67%
Probability Model and Solution on Earthquake Loading Combination in Along Wind Resistance Design of Tall-Flexible Buildings,Wind and earthquake resistant buildings: Structural analysis and design,,149,18.75%,22.22%
Along-wind dynamic interference effects of tall buildings,Along-wind dynamic interference effects of tall buildings,,22,100.00%,100.00%
Experimental Evaluation of Aerodynamic Damping of Square Super High-rise Buildings,Experimental evaluation of aerodynamic damping of square super high-rise buildings,,48,30.00%,30.00%
A correlation－based analysis on wind－induced interference effects between two tall buildings,A correlation-based analysis on wind-induced interference effects between two tall buildings,,25,81.82%,81.82%
Experimental study of wind-induced dynamic interference effects between two tall buildings,Experimental study on wind-induced dynamic interference effects between two tall buildings,,32,90.91%,90.91%
Testing investigation for rain-wind induced vibration and its control of cables of cable-stayed bridges,[CITATION][C] Testing investigation for rain-wind induced vibration and its control of cables of cable-stayed bridges,,13,100.00%,93.33%
Direct Identification of Flutter Derivatives and Aerodynamic Admittance of Bridge Decks,Direct identification of flutter derivatives and aerodynamic admittances of bridge decks,,57,36.36%,36.36%
Across-wind loads of typical tall buildings,Across-wind loads of typical tall buildings,,132,100.00%,100.00%
Mean Interference effects among Tall Buildings,Mean interference effects among tall buildings,,94,50.00%,50.00%
Determination Of Flutter Derivatives By Covariance-Driven Stochastic Subspace Identification Technique,Determination of flutter derivatives by stochastic subspace identification technique,,31,10.00%,11.11%
Study on Sinusoidal Reference Strategy-based Adaptive Feedforward Control Applied to Benchmark Wind-Excited Building,Study on sinusoidal reference strategy-based adaptive feedforward control applied to benchmark wind-excited building,,8,23.08%,23.08%
"""""""Modal Coupling Assessment and Approximated Prediction of Coupled Multimode Wind Vibration of Long-span Bridges""""""",Modal coupling assessment and approximated prediction of coupled multimode wind vibration of long-span bridges,SR Chen CS Cai,10,21.43%,21.43%
Torsional Dynamic Wind Load on rectangular tall Buildings,Torsional dynamic wind loads on rectangular tall buildings,,63,50.00%,50.00%
Optimal variables of TMDs for multi-mode buffeting control of long-span bridges,Optimal variables of TMDs for multi-mode buffeting control of long-span bridges,SR Chen CS Cai,9,100.00%,100.00%
Tuned mass dampers for dual-mode buffeting control of bridges,Tuned mass dampers for dual-mode buffeting control of bridges,,16,100.00%,100.00%
Sinusoidal reference strategy for adaptive feedforward vibration control: numerical simulation and experimental study,Sinusoidal reference strategy for adaptive feedforward vibration control: numerical simulation and experimental study,,16,100.00%,100.00%
Closure to “Equivalent Static Buffeting Loads on Structures,"Closure to “Equivalent Static Buffeting Loads on Structures” by Yin Zhou, Ahsan Kareem, and Ming Gu",A Kareem,0,87.50%,43.75%
Mathematical model of acrosswind dynamic loads on rectangular tall buildings,Mathematical model of acrosswind dynamic loads on rectangular tall buildings,,89,100.00%,100.00%
Background component of buffeting response of cable-stayed Bridges,Background component of buffeting response of cable-stayed bridges,SR Chen,9,87.50%,87.50%
An experimental study of active control of wind-induced vibration of super-tall buildings,An experimental study of active control of wind-induced vibration of super-tall buildings,,21,100.00%,100.00%
Response characteristics of wind excited cables with artificial rivulet,Response characteristics of wind excited cables with artificial rivulet,,33,100.00%,100.00%
Control of wind induced vibration of long-span bridges by semi-active lever-type TMD,Control of wind-induced vibrations of long-span bridges by semi-active lever-type TMD,SR Chen,42,75.00%,81.82%
Mode shape corrections for wind load effects,Mode shape corrections for wind load effects,A Kareem,45,100.00%,100.00%
Along-wind equivalent wind loads and responses on tall buildings,Along-wind equivalent wind loads and responses on tall buildings,,4,100.00%,100.00%
Theoretical analysis of wind-rain induced vibration of cables of cable-stayed bridges,Theoretical analysis of wind-rain induced vibration of cables of cable-stayed bridges,,68,100.00%,100.00%
Parametric study on multiple tuned mass dampers for buffeting control of Yangpu Bridge,Parametric study on multiple tuned mass dampers for buffeting control of Yangpu Bridge,SR Chen,103,100.00%,100.00%
Flutter and buffeting responses of the Shantou Bay Bridge,Flutter and buffeting responses of the Shantou Bay Bridge,W Chen,2,100.00%,100.00%
Parametric study on flutter derivatives of bridge decks,Parametric study on flutter derivatives of bridge decks,,35,100.00%,100.00%
Unmerical somputation of the flow around two square cylinders arranged side-by-side,Flow effect around two square cylinders arranged side by side using lattice Boltzmann method,,11,45.45%,35.71%
Equivalent static buffeting wind loads on structures,Equivalent static buffeting loads on structures,A Kareem,78,85.71%,100.00%
Identification of flutter derivatives of bridge decks,Identification of flutter derivatives of bridge decks,,116,100.00%,100.00%
Computation of vortex shedding flow past 2D Square Cylinder using an Improved MAC,[CITATION][C] Computation of vortex shedding flow past 2D Square Cylinder using an improved MAC,,2,92.31%,85.71%
Flutter- and buffeting-based selection for long-span bridges,Flutter-and buffeting-based selection for long-span bridges,,16,71.43%,83.33%
Suppression of vortex-excited vibration of tall buildings uisng tuned liquid dampers,Suppression of vortex-excited vibration of tall buildings using tuned liquid dampers,,30,90.91%,90.91%
"Along-wind static equivalent wind loads, II: Effects of mode shapes",Effective static load distributions in wind engineering,,241,20.00%,28.57%
Fatigue Life Estimation of Steel Girder of Yangpu Cable-Stayed Bridge due to Buffeting,Fatigue life estimation of steel girder of Yangpu cable-stayed bridge due to buffeting,LZ Chen,68,46.15%,46.15%
"Along-wind static equivalent wind loads, I: unfavarable distributions of wind loads on tall buildings","[CITATION][C] Along-wind static equivalent wind loads, I: Unfavorable distributions of wind loads on tall buildings",,8,92.86%,86.67%
Increase of flutter critical wind speed using tuned mass dampers,Increase of critical flutter wind speed of long-span bridges using tuned mass dampers,,66,110.00%,76.92%
Study on buffeting response spectrum for long- span bridges,Study on buffeting response spectrum method for long span bridges,,7,88.89%,80.00%
A practical method of TMD for suppressing wind-induced vertical buffeting of long-span cable-stayed bridges and its application,A practical method of passive TMD for suppressing wind-induced vertical buffeting of long-span cable-stayed bridges and its application,,35,100.00%,94.44%
Optimization of TMD for suppressing buffeting responses of long-span bridges,Optimization of TMD for suppressing buffeting response of long-span bridges,,31,90.00%,90.00%
Casimir force between composite materials containing nonspherical particles,Casimir force between composite materials containing nonspherical particles,AV Goncharenko,6,100.00%,100.00%
