line,title,author,cited_num,relate,reverse_relate
"Ag nanoparticle/azopolymer nanocomposites: in situ synthesis, microstructure, rewritable optically induced birefringence and optical recording","Ag nanoparticle/azopolymer nanocomposites: In situ synthesis, microstructure, rewritable optically induced birefringence and optical recording",S Wu Y Wu Z Zhang,16,92.86%,92.86%
Reversible All-Optical Modulation Based on Evanescent Wave Absorption of a Single-Mode Fiber With Azo-Polymer Overlay,Reversible all-optical modulation based on evanescent wave absorption of a single-mode fiber with azo-polymer overlay,Y Luo,9,26.67%,26.67%
Stable hydrogen bonding complexes of poly(4-vinylpyridine) and polydiacetylenes for photolithography and sensing,Stable hydrogen-bonding complexes of poly (4-vinylpyridine) and polydiacetylenes for photolithography and sensing,S Wu F Shi,52,75.00%,75.00%
Aggregation-Induced Reversible Thermochromism of Novel Azo Chromophore-Functionalized Polydiacetylene Cylindrical Micelles,Aggregation-induced reversible thermochromism of novel azo chromophore-functionalized polydiacetylene cylindrical micelles,S Wu,63,10.00%,10.00%
White LED based on poly(N-vinylcarbazole) and lanthanide complexes ternary codoping system,White LED based on poly (N-vinylcarbazole) and lanthanide complexes ternary co-doping system,Y Luo Z Zhang,20,81.82%,75.00%
"Energy transfer in a ternary system composed of Tb(DBM)3Phen, Eu(DBM)3Phen and poly(N-vinylcarbazole)","Energy transfer in a ternary system composed of Tb (DBM) 3 Phen, Eu (DBM) 3 Phen, and poly (N-vinylcarbazole)",Y Luo Z Zhang,4,75.00%,47.37%
Judd-Ofelt treatment on luminescence of europium complexes with β-diketone and bis(β-diketone),Judd–Ofelt treatment on luminescence of europium complexes with β-diketone and bis (β-diketone),Y Luo,13,81.82%,75.00%
Impact of climate changes from Middle Miocene onwards on evolutionary diversification in Eurasia: Insights from the mesobuthid scorpions,Impact of climate changes from Middle Miocene onwards on evolutionary diversification in Eurasia: insights from the mesobuthid scorpions,CM Shi,17,94.44%,94.44%
Time matters: some interesting properties of the population differentiation measures Gst and D overlooked in the equilibrium perspective,Time matters: Some interesting properties of the population differentiation measures GST and D overlooked in the equilibrium perspective,,3,88.89%,88.89%
Evaluation of a Bayesian coalescent method of species delimitation,Evaluation of a Bayesian coalescent method of species delimitation,C Zhang T Zhu Z Yang,152,100.00%,100.00%
Measuring population differentiation using Gst or D? A simulation study with microsatellite DNA markers under a finite island model,Measuring population differentiation using GST or D? A simulation study with microsatellite DNA markers under a finite island model and nonequilibrium conditions,,41,94.74%,81.82%
Unexpected relationships of substructured populations in Chinese Locusta migratoria,Unexpected relationships of substructured populations in Chinese Locusta migratoria,,38,100.00%,100.00%
Haplotype reconstruction for scnp DNA: a consensus vote approach with extensive sequence data from populations of the migratory locust (Locusta migratoria),Haplotype reconstruction for scnp DNA: a consensus vote approach with extensive sequence data from populations of the migratory locust (Locusta migratoria),,16,100.00%,100.00%
Lepidopteran microsatellite DNA: redundant but promising,Lepidopteran microsatellite DNA: redundant but promising,,194,100.00%,100.00%
"Nuclear DNA analyses in genetic studies of populations: practice, problems and prospects","Nuclear DNA analyses in genetic studies of populations: practice, problems and prospects",,698,100.00%,100.00%
Nuclear integrations: challenges for mitochondrial DNA markers,Nuclear integrations: challenges for mitochondrial DNA markers,,855,100.00%,100.00%
Applications of Mesenchymal Stem Cells Labeled with Tat Peptide Conjugated Quantum Dots to Cell Tracking in Mouse Body,Applications of mesenchymal stem cells labeled with Tat peptide conjugated quantum dots to cell tracking in mouse body,H Tang L Yao,103,33.33%,33.33%
Synthesis of Tower-like ZnO Structures and Visible Photoluminescence Origins of Varied-Shaped ZnO Nanostructures,Synthesis of tower-like ZnO structures and visible photoluminescence origins of varied-shaped ZnO nanostructures,L Cao R Liu X Wang,63,46.15%,46.15%
Lasing mechanism of ZnO nanowires/nanobelts at room temperature,Lasing mechanism of ZnO nanowires/nanobelts at room temperature,RB Liu L Cao,107,100.00%,100.00%
Optical Waveguide through CdS Nanoribbons,Optical waveguide through CdS nanoribbons,R Liu,159,60.00%,60.00%
Optical Waveguide through CdS Nanoribbons,Optical waveguide through CdS nanoribbons,R Liu,159,60.00%,60.00%
A New Route to Zinc-Blende CdSe Nanocrystals： Mechanism and Synthesis,A new route to zinc-blende CdSe nanocrystals: mechanism and synthesis,Z Deng L Cao,290,40.00%,40.00%
Color-Tunable Photoluminescence of Alloyed CdSxSe1- x Nanobelts,Color-Tunable Photoluminescence of Alloyed CdS x Se1-x Nanobelts,R Liu,219,85.71%,75.00%
Exciton interactions in CdS nanocrystal aggregates in reverse micelle,Exciton interactions in CdS nanocrystal aggregates in reverse micelle,L Cao,25,100.00%,100.00%
Size and structure effect on optical transitions of iron oxide nanocrystals,Size and structure effect on optical transitions of iron oxide nanocrystals,,250,100.00%,100.00%
Haiming Fan and Bingsuo Zou?， Photochromism and Size Effect of WO3 and WO3-TiO2 Aqueous Sol,Photochromism and size effect of WO3 and WO3− TiO2 aqueous sol,L Cao H Fan,119,33.33%,54.55%
"Synthesis, characterization and photochromic studies of three novel calix[4]arene–Schiff bases","Synthesis, characterization and photochromic studies of three novel calix [4] arene–Schiff bases",,24,90.00%,75.00%
A new fluorescent chemosensor for copper(II) and molecular switch controlled by light,A new fluorescent chemosensor for copper (II) and molecular switch controlled by light,,64,91.67%,84.62%
A selective colorimetric chemosensor based on calixarene framework for lanthanide ions-Dy3+ and Er3+,A selective colorimetric chemosensor based on calixarene framework for lanthanide ions-Dy 3+ and Er 3+,,53,84.62%,73.33%
"Functionalization of chitosan with 3,4-dihydroxybenzoic acid for the adsorption/collection of uranium in water samples and its determination by inductively coupled plasma-mass spectrometry","Functionalization of chitosan with 3, 4-dihydroxybenzoic acid for the adsorption/collection of uranium in water samples and its determination by inductively coupled …",A Sabarudin T Takayanagi L Hakim,73,81.82%,85.71%
Sequential-injection on-line preconcentration using chitosan resin functionalized with 2-amino-5-hydroxy benzoic acid for the determination of trace elements in environmental water samples by inductively coupled plasma-atomic emission spectrometry,Sequential-injection on-line preconcentration using chitosan resin functionalized with 2-amino-5-hydroxy benzoic acid for the determination of trace elements in …,A Sabarudin L Hakim,57,62.96%,94.44%
A selective colorimetric chemosensor for lanthanide ions,A selective colorimetric chemosensor for lanthanide ions,,34,100.00%,100.00%
Modeling of transdermal drug delivery with a microneedle array,Modeling of transdermal drug delivery with a microneedle array,J Liu,43,100.00%,100.00%
Photochromism of a novel spiropyran derivative based on calix[4]arenas,Photochromism of a novel spiropyran derivative based on calix [4] arenes,,21,88.89%,72.73%
Magnetically-Actuated Micromixing on Array-Pattern Microfluidic Chip for Immunoassay of TSH,Magnetically actuated micromixing on an array-pattern microfluidic chip for immunoassay of human thyrotropin,XY Guo,8,30.00%,23.08%
An Artificial Aspartic Proteinase System,An artificial aspartic proteinase system,,11,20.00%,20.00%
Photo-switching molecular devices based on metal-ionic recognition,Photo-switchable molecular devices based on metal-ionic recognition,,38,85.71%,85.71%
Controlled transdermal delivery of model drug compounds by MEMS microneedle array,Controlled transdermal delivery of model drug compounds by MEMS microneedle array,,99,100.00%,100.00%
"Kadison-Singer algebras, II: general case","Kadison–Singer algebras, II: general case",,24,80.00%,80.00%
Kadison-Singer algebras: hyperfinite case.,Kadison–Singer algebras: Hyperfinite case,,22,25.00%,25.00%
The worm in us - Caenorhabditis elegans as a model of human disease,[CITATION][C] The worm in us–Caenorhabditis elegans as a model of human disease,,86,76.92%,83.33%
Generator problem for certain property T factors,Generator problem for certain property T factors,,8,100.00%,100.00%
Micro/Nano-combined Gas Sensors with Functionalized Mesoporous Thin-film Self-assembled in Batches onto Resonant Cantilevers,Micro-/nanocombined gas sensors with functionalized mesoporous thin film self-assembled in batches onto resonant cantilevers,H Yu P Xu X Li,37,23.08%,21.43%
Hyper-branched sensing polymer directly constructed on resonant micro-cantilever for detection of trace chemical vapors,Hyper-branched sensing polymer directly constructed on a resonant micro-cantilever for the detection of trace chemical vapor,P Xu H Yu DW Lee,21,92.86%,81.25%
Single-Side Fabricated Pressure Sensors for IC-Foundry Compatible High-Yield and Low-Cost Volume Production,"Single-side fabricated pressure sensors for IC-foundry-compatible, high-yield, and low-cost volume production",X Li,21,16.67%,18.18%
Giant piezoresistance measured in n-type nano-thick Si-layer that has interface with SiO2,Giant Piezoresistance Measured in n-Type Nanothick Si Layer That Has Interface With $\hbox {SiO} _ {2} $,Y Yang X Li,8,16.67%,11.76%
Functionalized Mesoporous Silica for Microgravimetric Sensing of Trace Chemical Vapors,Functionalized mesoporous silica for microgravimetric sensing of trace chemical vapors,P Xu H Yu X Li,74,30.00%,30.00%
Hepatic cytochrome P450s play a major role in monocrotaline-induced renal toxicity in mice,Hepatic cytochrome P450s play a major role in monocrotaline-induced renal toxicity in mice,,6,100.00%,100.00%
Alpha-naphthylisothiocyanate modulates hepatobiliary transporters in sandwich-cultured rat hepatocytes,Alpha-naphthylisothiocyanate modulates hepatobiliary transporters in sandwich-cultured rat hepatocytes,,22,100.00%,100.00%
"ROS generated by Cyp450, especially Cyp2e1, mediated mitochondrial dysfunction induced by tetrandrine in rat hepatocytes","ROS generated by CYP450, especially CYP2E1, mediate mitochondrial dysfunction induced by tetrandrine in rat hepatocytes",X Qi,20,80.00%,80.00%
Role of multiple microRNAs in the sexually dimorphic expression of Cyp2b9 in mouse liver,Role of multiple microRNAs in the sexually dimorphic expression of Cyp2b9 in mouse liver,M Liu,8,100.00%,100.00%
A 26-week repeated dose toxicity study of Xian-ling-gu-bao in Sprague-Dawley rats,A 26-week repeated dose toxicity study of Xian-ling-gu-bao in Sprague-Dawley rats,,6,100.00%,100.00%
Assessment of the mutagenic potential of arecoline in gpt delta transgenic mice,Assessment of the mutagenic potential of arecoline in gpt delta transgenic mice,X Qi,6,100.00%,100.00%
The application of hepatic P450 reductase null gpt delta mice in studying the role of hepatic P450 in genotoxic carcinogen 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone-induced mutagenesis,The application of hepatic P450 reductase null gpt delta mice in studying the role of hepatic P450 in genotoxic carcinogen 4-(methylnitrosamino)-1-(3-pyridyl)-1 …,X Qi,6,90.91%,95.24%
Identification of BC005512 as a DNA Damage Responsive Murine Endogenous Retrovirus of GLN Family Involved in Cell Growth Regulation,Identification of BC005512 as a DNA damage responsive murine endogenous retrovirus of GLN family involved in cell growth regulation,X Qi,12,47.37%,47.37%
Microarray analysis of responsible genes in increased growth rate in the subline of HL60 (HL60RG) cells,Microarray analysis of responsible genes in increased growth rate in the subline of HL60 (HL60RG) cells,,0,100.00%,100.00%
Comparison of the mutagenicity of aristolochic acid I and aristolochic acid II in the gpt delta transgenic mouse kidney,Comparison of the mutagenicity of aristolochic acid I and aristolochic acid II in the gpt delta transgenic mouse kidney,X Qi,19,100.00%,100.00%
Critical Role of Organic Anion Transporters 1 and 3 in Kidney Accumulation and Toxicity of Aristolochic Acid I,Critical role of organic anion transporters 1 and 3 in kidney accumulation and toxicity of aristolochic acid I,X Xue K Maeda XM Qi,30,50.00%,50.00%
Inhibition of renal NQO1 activity by dicoumarol suppresses nitroreduction of aristolochic acid I and attenuates its nephrotoxicity,Inhibition of renal NQO1 activity by dicoumarol suppresses nitroreduction of aristolochic acid I and attenuates its nephrotoxicity,X Qi,28,100.00%,100.00%
1H NMR-Based Metabolomic Analysis of Triptolide-Induced Toxicity in Liver-Specific Cytochrome P450 Reductase Knockout Mice,1H NMR-based metabolomic analysis of triptolide-induced toxicity in liver-specific cytochrome P450 reductase knockout mice,X Liu X Xue X Qi Y Wu,9,28.57%,28.57%
Knockout of hepatic P450 reductase aggravates triptolide-induced toxicity,Knockout of hepatic P450 reductase aggravates triptolide-induced toxicity,X Xue X Qi,50,100.00%,100.00%
Emodin triggers DNA double-strand breaks by stabilizing topoisomerase II-DNA cleavage complexes and by inhibiting ATP hydrolysis of topoisomerase II,Emodin triggers DNA double-strand breaks by stabilizing topoisomerase II-DNA cleavage complexes and by inhibiting ATP hydrolysis of topoisomerase II,X Qi X Xue,34,100.00%,100.00%
The relationship between diphenylamine structure and NSAIDs-induced hepatocytes injury,The relationship between diphenylamine structure and NSAIDs-induced hepatocytes injury,X Qi X Xue,17,100.00%,100.00%
"Time, probe type and temperature variable bias corrections on historical expendable bathythermograph observations.","Time, probe type, and temperature variable bias corrections to historical expendable bathythermograph observations",L Cheng,21,76.92%,76.92%
Uncertainties of the ocean heat content estimation induced by insufficient vertical resolution of historical ocean subsurface observations,Uncertainties of the ocean heat content estimation induced by insufficient vertical resolution of historical ocean subsurface observations,L Cheng,10,100.00%,100.00%
POD reduced-order unstructured mesh modeling applied to 2D and 3D fluid flow.,POD reduced-order unstructured mesh modeling applied to 2D and 3D fluid flow,F Fang CC Pain IM Navon,41,91.67%,91.67%
"Reduced order modeling based on POD of a parabolized Navier–Stokes equations model II: Trust region POD 4D VAR data assimilation,",Reduced order modeling based on POD of a parabolized Navier–Stokes equations model II: Trust region POD 4D VAR data assimilation,IM Navon F Fang AK Alekseev,13,95.00%,95.00%
Tunable Polarization State of Propagating Light at 1550 nm in an Etched Single-Mode Fiber With Azo-Polymer Overlay,Optically tunable polarization state of propagating light at 1550 nm in an etched single-mode fiber with azo-polymer overlay,Y Luo,10,35.29%,33.33%
Photoinduced reversible gel-sol transitions of dicholesterol-linked azobenzene derivatives through breaking and reforming of van der Waals interactions,Photoinduced reversible gel–sol transitions of dicholesterol-linked azobenzene derivatives through breaking and reforming of van der Waals interactions,Y Wu S Wu,38,94.12%,94.12%
Study on the rewritability of bisazobenzene-containing ﬁlms in optical storage based on two-photon process,Study on the rewritability of bisazobenzene-containing films in optical storage based on two-photon process,Z Zhang Y Luo,4,92.86%,92.86%
Hybrid solar concentrator with zero self-absorption loss,Hybrid solar concentrator with zero self-absorption loss,S Wu Y Luo,27,100.00%,100.00%
Gratings fabrication in benzildimethylketal doped photosensitive polymer optical fibers using 355 nm nanosecond pulsed laser,Gratings fabrication in benzildimethylketal doped photosensitive polymer optical fibers using 355 nm nanosecond pulsed laser,Y Luo,25,100.00%,100.00%
"Solvent Effects on Structure, Morphology and Photophysical Properties of an Azo Chromophore-Functionalized Polydiacetylene","Solvent effects on structure, morphology, and photophysical properties of an azo chromophore-functionalized polydiacetylene",S Wu,23,38.46%,38.46%
Supramolecular Bisazopolymers Exhibiting Enhanced Photoinduced Birefringence and Enhanced Stability of Birefringence for Four-Dimensional Optical Recording,Supramolecular bisazopolymers exhibiting enhanced photoinduced birefringence and enhanced stability of birefringence for four-dimensional optical recording,S Wu Z Zhang,43,26.67%,26.67%
"Ag nanoparticle/azopolymer nanocomposites: in situ synthesis, microstructure, rewritable optically induced birefringence and optical recording","Ag nanoparticle/azopolymer nanocomposites: In situ synthesis, microstructure, rewritable optically induced birefringence and optical recording",S Wu Y Wu Z Zhang,16,92.86%,92.86%
Reversible All-Optical Modulation Based on Evanescent Wave Absorption of a Single-Mode Fiber With Azo-Polymer Overlay,Reversible all-optical modulation based on evanescent wave absorption of a single-mode fiber with azo-polymer overlay,Y Luo,9,26.67%,26.67%
Stable hydrogen bonding complexes of poly(4-vinylpyridine) and polydiacetylenes for photolithography and sensing,Stable hydrogen-bonding complexes of poly (4-vinylpyridine) and polydiacetylenes for photolithography and sensing,S Wu F Shi,52,75.00%,75.00%
Aggregation-Induced Reversible Thermochromism of Novel Azo Chromophore-Functionalized Polydiacetylene Cylindrical Micelles,Aggregation-induced reversible thermochromism of novel azo chromophore-functionalized polydiacetylene cylindrical micelles,S Wu,63,10.00%,10.00%
White LED based on poly(N-vinylcarbazole) and lanthanide complexes ternary codoping system,White LED based on poly (N-vinylcarbazole) and lanthanide complexes ternary co-doping system,Y Luo Z Zhang,20,81.82%,75.00%
"Energy transfer in a ternary system composed of Tb(DBM)3Phen, Eu(DBM)3Phen and poly(N-vinylcarbazole)","Energy transfer in a ternary system composed of Tb (DBM) 3 Phen, Eu (DBM) 3 Phen, and poly (N-vinylcarbazole)",Y Luo Z Zhang,4,75.00%,47.37%
Judd-Ofelt treatment on luminescence of europium complexes with β-diketone and bis(β-diketone),Judd–Ofelt treatment on luminescence of europium complexes with β-diketone and bis (β-diketone),Y Luo,13,81.82%,75.00%
Impact of climate changes from Middle Miocene onwards on evolutionary diversification in Eurasia: Insights from the mesobuthid scorpions,Impact of climate changes from Middle Miocene onwards on evolutionary diversification in Eurasia: insights from the mesobuthid scorpions,CM Shi,17,94.44%,94.44%
Time matters: some interesting properties of the population differentiation measures Gst and D overlooked in the equilibrium perspective,Time matters: Some interesting properties of the population differentiation measures GST and D overlooked in the equilibrium perspective,,3,88.89%,88.89%
Evaluation of a Bayesian coalescent method of species delimitation,Evaluation of a Bayesian coalescent method of species delimitation,C Zhang T Zhu Z Yang,152,100.00%,100.00%
Measuring population differentiation using Gst or D? A simulation study with microsatellite DNA markers under a finite island model,Measuring population differentiation using GST or D? A simulation study with microsatellite DNA markers under a finite island model and nonequilibrium conditions,,41,94.74%,81.82%
Unexpected relationships of substructured populations in Chinese Locusta migratoria,Unexpected relationships of substructured populations in Chinese Locusta migratoria,,38,100.00%,100.00%
Haplotype reconstruction for scnp DNA: a consensus vote approach with extensive sequence data from populations of the migratory locust (Locusta migratoria),Haplotype reconstruction for scnp DNA: a consensus vote approach with extensive sequence data from populations of the migratory locust (Locusta migratoria),,16,100.00%,100.00%
Lepidopteran microsatellite DNA: redundant but promising,Lepidopteran microsatellite DNA: redundant but promising,,194,100.00%,100.00%
"Nuclear DNA analyses in genetic studies of populations: practice, problems and prospects","Nuclear DNA analyses in genetic studies of populations: practice, problems and prospects",,698,100.00%,100.00%
Nuclear integrations: challenges for mitochondrial DNA markers,Nuclear integrations: challenges for mitochondrial DNA markers,,855,100.00%,100.00%
Applications of Mesenchymal Stem Cells Labeled with Tat Peptide Conjugated Quantum Dots to Cell Tracking in Mouse Body,Applications of mesenchymal stem cells labeled with Tat peptide conjugated quantum dots to cell tracking in mouse body,H Tang L Yao,103,33.33%,33.33%
Synthesis of Tower-like ZnO Structures and Visible Photoluminescence Origins of Varied-Shaped ZnO Nanostructures,Synthesis of tower-like ZnO structures and visible photoluminescence origins of varied-shaped ZnO nanostructures,L Cao R Liu X Wang,63,46.15%,46.15%
Lasing mechanism of ZnO nanowires/nanobelts at room temperature,Lasing mechanism of ZnO nanowires/nanobelts at room temperature,RB Liu L Cao,107,100.00%,100.00%
Optical Waveguide through CdS Nanoribbons,Optical waveguide through CdS nanoribbons,R Liu,159,60.00%,60.00%
Optical Waveguide through CdS Nanoribbons,Optical waveguide through CdS nanoribbons,R Liu,159,60.00%,60.00%
A New Route to Zinc-Blende CdSe Nanocrystals： Mechanism and Synthesis,A new route to zinc-blende CdSe nanocrystals: mechanism and synthesis,Z Deng L Cao,290,40.00%,40.00%
Color-Tunable Photoluminescence of Alloyed CdSxSe1- x Nanobelts,Color-Tunable Photoluminescence of Alloyed CdS x Se1-x Nanobelts,R Liu,219,85.71%,75.00%
Exciton interactions in CdS nanocrystal aggregates in reverse micelle,Exciton interactions in CdS nanocrystal aggregates in reverse micelle,L Cao,25,100.00%,100.00%
Size and structure effect on optical transitions of iron oxide nanocrystals,Size and structure effect on optical transitions of iron oxide nanocrystals,,250,100.00%,100.00%
Haiming Fan and Bingsuo Zou?， Photochromism and Size Effect of WO3 and WO3-TiO2 Aqueous Sol,Photochromism and size effect of WO3 and WO3− TiO2 aqueous sol,L Cao H Fan,119,33.33%,54.55%
"Synthesis, characterization and photochromic studies of three novel calix[4]arene–Schiff bases","Synthesis, characterization and photochromic studies of three novel calix [4] arene–Schiff bases",,24,90.00%,75.00%
A new fluorescent chemosensor for copper(II) and molecular switch controlled by light,A new fluorescent chemosensor for copper (II) and molecular switch controlled by light,,64,91.67%,84.62%
A selective colorimetric chemosensor based on calixarene framework for lanthanide ions-Dy3+ and Er3+,A selective colorimetric chemosensor based on calixarene framework for lanthanide ions-Dy 3+ and Er 3+,,53,84.62%,73.33%
"Functionalization of chitosan with 3,4-dihydroxybenzoic acid for the adsorption/collection of uranium in water samples and its determination by inductively coupled plasma-mass spectrometry","Functionalization of chitosan with 3, 4-dihydroxybenzoic acid for the adsorption/collection of uranium in water samples and its determination by inductively coupled …",A Sabarudin T Takayanagi L Hakim,73,81.82%,85.71%
Tunable Polarization State of Propagating Light at 1550 nm in an Etched Single-Mode Fiber With Azo-Polymer Overlay,Optically tunable polarization state of propagating light at 1550 nm in an etched single-mode fiber with azo-polymer overlay,Y Luo,10,35.29%,33.33%
Photoinduced reversible gel-sol transitions of dicholesterol-linked azobenzene derivatives through breaking and reforming of van der Waals interactions,Photoinduced reversible gel–sol transitions of dicholesterol-linked azobenzene derivatives through breaking and reforming of van der Waals interactions,Y Wu S Wu,38,94.12%,94.12%
Study on the rewritability of bisazobenzene-containing ﬁlms in optical storage based on two-photon process,Study on the rewritability of bisazobenzene-containing films in optical storage based on two-photon process,Z Zhang Y Luo,4,92.86%,92.86%
Hybrid solar concentrator with zero self-absorption loss,Hybrid solar concentrator with zero self-absorption loss,S Wu Y Luo,27,100.00%,100.00%
Gratings fabrication in benzildimethylketal doped photosensitive polymer optical fibers using 355 nm nanosecond pulsed laser,Gratings fabrication in benzildimethylketal doped photosensitive polymer optical fibers using 355 nm nanosecond pulsed laser,Y Luo,25,100.00%,100.00%
"Solvent Effects on Structure, Morphology and Photophysical Properties of an Azo Chromophore-Functionalized Polydiacetylene","Solvent effects on structure, morphology, and photophysical properties of an azo chromophore-functionalized polydiacetylene",S Wu,23,38.46%,38.46%
Supramolecular Bisazopolymers Exhibiting Enhanced Photoinduced Birefringence and Enhanced Stability of Birefringence for Four-Dimensional Optical Recording,Supramolecular bisazopolymers exhibiting enhanced photoinduced birefringence and enhanced stability of birefringence for four-dimensional optical recording,S Wu Z Zhang,43,26.67%,26.67%
"Ag nanoparticle/azopolymer nanocomposites: in situ synthesis, microstructure, rewritable optically induced birefringence and optical recording","Ag nanoparticle/azopolymer nanocomposites: In situ synthesis, microstructure, rewritable optically induced birefringence and optical recording",S Wu Y Wu Z Zhang,16,92.86%,92.86%
Reversible All-Optical Modulation Based on Evanescent Wave Absorption of a Single-Mode Fiber With Azo-Polymer Overlay,Reversible all-optical modulation based on evanescent wave absorption of a single-mode fiber with azo-polymer overlay,Y Luo,9,26.67%,26.67%
Stable hydrogen bonding complexes of poly(4-vinylpyridine) and polydiacetylenes for photolithography and sensing,Stable hydrogen-bonding complexes of poly (4-vinylpyridine) and polydiacetylenes for photolithography and sensing,S Wu F Shi,52,75.00%,75.00%
Aggregation-Induced Reversible Thermochromism of Novel Azo Chromophore-Functionalized Polydiacetylene Cylindrical Micelles,Aggregation-induced reversible thermochromism of novel azo chromophore-functionalized polydiacetylene cylindrical micelles,S Wu,63,10.00%,10.00%
White LED based on poly(N-vinylcarbazole) and lanthanide complexes ternary codoping system,White LED based on poly (N-vinylcarbazole) and lanthanide complexes ternary co-doping system,Y Luo Z Zhang,20,81.82%,75.00%
"Energy transfer in a ternary system composed of Tb(DBM)3Phen, Eu(DBM)3Phen and poly(N-vinylcarbazole)","Energy transfer in a ternary system composed of Tb (DBM) 3 Phen, Eu (DBM) 3 Phen, and poly (N-vinylcarbazole)",Y Luo Z Zhang,4,75.00%,47.37%
Judd-Ofelt treatment on luminescence of europium complexes with β-diketone and bis(β-diketone),Judd–Ofelt treatment on luminescence of europium complexes with β-diketone and bis (β-diketone),Y Luo,13,81.82%,75.00%
Impact of climate changes from Middle Miocene onwards on evolutionary diversification in Eurasia: Insights from the mesobuthid scorpions,Impact of climate changes from Middle Miocene onwards on evolutionary diversification in Eurasia: insights from the mesobuthid scorpions,CM Shi,17,94.44%,94.44%
Time matters: some interesting properties of the population differentiation measures Gst and D overlooked in the equilibrium perspective,Time matters: Some interesting properties of the population differentiation measures GST and D overlooked in the equilibrium perspective,,3,88.89%,88.89%
Evaluation of a Bayesian coalescent method of species delimitation,Evaluation of a Bayesian coalescent method of species delimitation,C Zhang T Zhu Z Yang,152,100.00%,100.00%
Measuring population differentiation using Gst or D? A simulation study with microsatellite DNA markers under a finite island model,Measuring population differentiation using GST or D? A simulation study with microsatellite DNA markers under a finite island model and nonequilibrium conditions,,41,94.74%,81.82%
Unexpected relationships of substructured populations in Chinese Locusta migratoria,Unexpected relationships of substructured populations in Chinese Locusta migratoria,,38,100.00%,100.00%
Haplotype reconstruction for scnp DNA: a consensus vote approach with extensive sequence data from populations of the migratory locust (Locusta migratoria),Haplotype reconstruction for scnp DNA: a consensus vote approach with extensive sequence data from populations of the migratory locust (Locusta migratoria),,16,100.00%,100.00%
Lepidopteran microsatellite DNA: redundant but promising,Lepidopteran microsatellite DNA: redundant but promising,,194,100.00%,100.00%
"Nuclear DNA analyses in genetic studies of populations: practice, problems and prospects","Nuclear DNA analyses in genetic studies of populations: practice, problems and prospects",,698,100.00%,100.00%
Nuclear integrations: challenges for mitochondrial DNA markers,Nuclear integrations: challenges for mitochondrial DNA markers,,855,100.00%,100.00%
Applications of Mesenchymal Stem Cells Labeled with Tat Peptide Conjugated Quantum Dots to Cell Tracking in Mouse Body,Applications of mesenchymal stem cells labeled with Tat peptide conjugated quantum dots to cell tracking in mouse body,H Tang L Yao,103,33.33%,33.33%
Synthesis of Tower-like ZnO Structures and Visible Photoluminescence Origins of Varied-Shaped ZnO Nanostructures,Synthesis of tower-like ZnO structures and visible photoluminescence origins of varied-shaped ZnO nanostructures,L Cao R Liu X Wang,63,46.15%,46.15%
Lasing mechanism of ZnO nanowires/nanobelts at room temperature,Lasing mechanism of ZnO nanowires/nanobelts at room temperature,RB Liu L Cao,107,100.00%,100.00%
Optical Waveguide through CdS Nanoribbons,Optical waveguide through CdS nanoribbons,R Liu,159,60.00%,60.00%
Optical Waveguide through CdS Nanoribbons,Optical waveguide through CdS nanoribbons,R Liu,159,60.00%,60.00%
A New Route to Zinc-Blende CdSe Nanocrystals： Mechanism and Synthesis,A new route to zinc-blende CdSe nanocrystals: mechanism and synthesis,Z Deng L Cao,290,40.00%,40.00%
Color-Tunable Photoluminescence of Alloyed CdSxSe1- x Nanobelts,Color-Tunable Photoluminescence of Alloyed CdS x Se1-x Nanobelts,R Liu,219,85.71%,75.00%
Exciton interactions in CdS nanocrystal aggregates in reverse micelle,Exciton interactions in CdS nanocrystal aggregates in reverse micelle,L Cao,25,100.00%,100.00%
Size and structure effect on optical transitions of iron oxide nanocrystals,Size and structure effect on optical transitions of iron oxide nanocrystals,,250,100.00%,100.00%
Haiming Fan and Bingsuo Zou?， Photochromism and Size Effect of WO3 and WO3-TiO2 Aqueous Sol,Photochromism and size effect of WO3 and WO3− TiO2 aqueous sol,L Cao H Fan,119,33.33%,54.55%
"Synthesis, characterization and photochromic studies of three novel calix[4]arene–Schiff bases","Synthesis, characterization and photochromic studies of three novel calix [4] arene–Schiff bases",,24,90.00%,75.00%
A new fluorescent chemosensor for copper(II) and molecular switch controlled by light,A new fluorescent chemosensor for copper (II) and molecular switch controlled by light,,64,91.67%,84.62%
A selective colorimetric chemosensor based on calixarene framework for lanthanide ions-Dy3+ and Er3+,A selective colorimetric chemosensor based on calixarene framework for lanthanide ions-Dy 3+ and Er 3+,,53,84.62%,73.33%
"Functionalization of chitosan with 3,4-dihydroxybenzoic acid for the adsorption/collection of uranium in water samples and its determination by inductively coupled plasma-mass spectrometry","Functionalization of chitosan with 3, 4-dihydroxybenzoic acid for the adsorption/collection of uranium in water samples and its determination by inductively coupled …",A Sabarudin T Takayanagi L Hakim,73,81.82%,85.71%
Tunable Polarization State of Propagating Light at 1550 nm in an Etched Single-Mode Fiber With Azo-Polymer Overlay,Optically tunable polarization state of propagating light at 1550 nm in an etched single-mode fiber with azo-polymer overlay,Y Luo,10,35.29%,33.33%
