Firefly Luciferase–Based Dynamic Bioluminescence Imaging: A Noninvasive Technique to Assess Tumor Angiogenesis,Firefly Luciferase–Based Dynamic Bioluminescence Imaging: A Noninvasive Technique to Assess Tumor Angiogenesis,,34,100.00%,100.00%
Functional nanoparticles for molecular imaging guided gene delivery,Functional nanoparticles for molecular imaging guided gene delivery,M Swierczewska S Lee X Chen,119,100.00%,100.00%
Survivin: a potential prognostic marker and chemoradiotherapeutic target for colorectal cancer,Survivin: a potential prognostic marker and chemoradiotherapeutic target for colorectal cancer,,36,100.00%,100.00%
Activatable Molecular Probes for Cancer Imaging,Activatable molecular probes for cancer imaging,S Lee J Xie X Chen,57,33.33%,33.33%
Upregulation of TRAG3 gene in urothelial carcinoma of the bladder,Upregulation of TRAG3 gene in urothelial carcinoma of the bladder,,15,100.00%,100.00%
MR Reporter Gene Imaging of Endostatin Expression and Therapy,MR reporter gene imaging of endostatin expression and therapy,,18,33.33%,33.33%
"A Strategy for the Proliferation of Ulva prolifera, Main Causative Species of Green Tides, with Formation of Sporangia by Fragmentation","A strategy for the proliferation of Ulva prolifera, main causative species of green tides, with formation of sporangia by fragmentation",,87,50.00%,50.00%
HSA coated MnO nanoparticles with prominent MRI contrast for tumor imaging,HSA coated MnO nanoparticles with prominent MRI contrast for tumor imaging,J Xie K Chen L Bu S Lee Z Cheng,92,100.00%,100.00%
Hybrid nanocomposites of semiconductor nanoparticles and conjugated polyelectrolytes and their application as fluorescence biosensors,Hybrid nanocomposites of semiconductor nanoparticles and conjugated polyelectrolytes and their application as fluorescence biosensors,Z Gu,24,100.00%,100.00%
"ChemInform Abstract: Preparation, Characterization, and Ferroelectric Properties of the Alkylamine-Intercalated Layered Perovskite-Type Oxides (CnH2n+1NH3Sr2Nb3 O10, n = 1-6)","Preparation, Characterization, and Ferroelectric Properties of the Alkylamine-Intercalated Layered Perovskite-Type Oxides (C n H2 n+ 1NH3− Sr2Nb3O10, n= 1− 6)",Z Zhong Y Chen,25,66.67%,60.00%
Purification of optical imaging ligand-Cybesin by high-speed counter-current chromatography,Purification of optical imaging ligand-Cybesin by high-speed counter-current chromatography,,1,100.00%,100.00%
Soft-solution route to various ZnO nanoplate arrays,Soft-solution route to various ZnO nanoplate arrays,,18,100.00%,100.00%
"ChemInform Abstract: New Procedure for the Preparation of 2,3Dihydro1,5-benzothiazepin-4(5H)-ones Promoted by Samarium Diiodide",[CITATION][C] Crown‐Containing Spironaphthoxazines and Spiropyrans. Part 2. Influence of Metal Cations on the Photochromic Properties of Spironaphthoxazines …,,0,23.08%,11.76%
ChemInform Abstract: Conversion of Bis(o-nitrophenyl)disulfides to Heterocycles Containing Sulfur and Nitrogen by the Action of Samarium Diiodide,Conversion of bis (o‐nitrophenyl) disulfides to heterocycles containing sulfur and nitrogen by the action of samarium diiodide,,10,41.18%,41.18%
"Particle Size, Surface Coating, and PEGylation Influence the Biodistribution of Quantum Dots in Living Mice","Particle size, surface coating, and PEGylation influence the biodistribution of quantum dots in living mice",AL Koh Z Cheng Y Ebenstein,328,40.00%,40.00%
Triblock copolymer coated iron oxide nanoparticle conjugate for tumor integrin targeting,Triblock copolymer coated iron oxide nanoparticle conjugate for tumor integrin targeting,K Chen J Xie H Xu D Behera MH Michalski,131,100.00%,100.00%
Trafficking Mesenchymal Stem Cell Engraftment and Differentiation in Tumor-Bearing Mice by Bioluminescence Imaging,Trafficking mesenchymal stem cell engraftment and differentiation in tumor‐bearing mice by bioluminescence imaging,A De,181,30.77%,30.77%
Noninvasive imaging of tumor integrin expression using 18 F-labeled RGD dimer peptide with PEG 4 linkers,Noninvasive imaging of tumor integrin expression using 18F-labeled RGD dimer peptide with PEG4 linkers,X Chen,107,75.00%,85.71%
68 Ga-labeled cyclic RGD dimers with Gly 3 and PEG 4 linkers: promising agents for tumor integrin α v β 3 PET imaging,68Ga-labeled cyclic RGD dimers with Gly3 and PEG4 linkers: promising agents for tumor integrin αvβ3 PET imaging,G Niu,124,56.52%,76.47%
Supramolecular Stacking of Doxorubicin on Carbon Nanotubes for in vivo Cancer Therapy,Supramolecular stacking of doxorubicin on carbon nanotubes for in vivo cancer therapy,Z Liu,357,50.00%,50.00%
Polymeric Nanoparticle-Based Activatable Near-Infrared Nanosensor for Protease Determination In Vivo,Polymeric nanoparticle-based activatable near-infrared nanosensor for protease determination in vivo,S Lee A Lee,110,20.00%,20.00%
Improving Tumor-Targeting Capability and Pharmacokinetics of 99m Tc-Labeled Cyclic RGD Dimers with PEG 4 Linkers,Improving tumor-targeting capability and pharmacokinetics of 99mTc-labeled cyclic RGD dimers with PEG4 linkers,B Jia,126,33.33%,38.46%
Dual Integrin and Gastrin-Releasing Peptide Receptor Targeted Tumor Imaging Using 18 F-labeled PEGylated RGD-Bombesin Heterodimer 18 F-FB-PEG 3 -Glu-RGD-BBN,Dual integrin and gastrin-releasing peptide receptor targeted tumor imaging using 18F-labeled PEGylated RGD-bombesin heterodimer 18F-FB-PEG3-Glu-RGD-BBN,,95,15.79%,20.00%
Breakdown of the Planck blackbody radiation law at nanoscale gaps,Breakdown of the Planck blackbody radiation law at nanoscale gaps,A Narayanaswamy S Shen,76,100.00%,100.00%
Site-Specifically Biotinylated VEGF 121 for Near-Infrared Fluorescence Imaging of Tumor Angiogenesis,Site-specifically biotinylated VEGF121 for near-infrared fluorescence imaging of tumor angiogenesis,K Chen G Niu X Chen,31,18.18%,20.00%
Quantitative PET Imaging of VEGF Receptor Expression,Quantitative PET imaging of VEGF receptor expression,K Chen W Cai X Chen,61,57.14%,57.14%
Monitoring therapeutic response of human ovarian cancer to 17-DMAG by noninvasive PET imaging with 64 Cu-DOTA-trastuzumab,Monitoring therapeutic response of human ovarian cancer to 17-DMAG by noninvasive PET imaging with 64Cu-DOTA-trastuzumab,G Niu X Chen,61,87.50%,93.33%
Nanothermometer Using Single Crystal Silver Nanospheres,Nanothermometer using single crystal silver nanospheres,Y Lan G Chen,26,16.67%,16.67%
Noninvasive Visualization of microRNA by Bioluminescence Imaging,Noninvasive visualization of microRNA by bioluminescence imaging,G Niu X Chen,6,57.14%,57.14%
"18 F, 64 Cu, and 68 Ga Labeled RGD-Bombesin Heterodimeric Peptides for PET Imaging of Breast Cancer","18F, 64Cu, and 68Ga labeled RGD-bombesin heterodimeric peptides for PET imaging of breast cancer",X Chen,123,23.53%,28.57%
"Production, modification and bio-applications of magnetic nanoparticles gestated by magnetotactic bacteria","Production, modification and bio-applications of magnetic nanoparticles gestated by magnetotactic bacteria",J Xie K Chen X Chen,76,100.00%,100.00%
Rapid intracerebroventricular delivery of Cu-DOTA-etanercept after peripheral administration demonstrated by PET imaging,Rapid intracerebroventricular delivery of Cu-DOTA-etanercept after peripheral administration demonstrated by PET imaging,EL Tobinick K Chen X Chen,25,100.00%,100.00%
Limb remote ischemic postconditioning protects against focal ischemia in rats,Limb remote ischemic postconditioning protects against focal ischemia in rats,X Chen,151,100.00%,100.00%
Applications for site-directed molecular imaging agents coupled with drug delivery potential,Applications for site-directed molecular imaging agents coupled with drug delivery potential,X Chen,24,100.00%,100.00%
PET Imaging of Angiogenesis,PET imaging of angiogenesis,G Niu X Chen,62,50.00%,50.00%
64 Cu-Labeled PEGylated Polyethylenimine for Cell Trafficking and Tumor Imaging,64Cu-labeled PEGylated polyethylenimine for cell trafficking and tumor imaging,K Chen G Niu,13,30.00%,33.33%
From protein–protein interaction to therapy response: Molecular imaging of heat shock proteins,From protein–protein interaction to therapy response: Molecular imaging of heat shock proteins,G Niu X Chen,8,100.00%,100.00%
Characterizing Breast Cancer Xenograft Epidermal Growth Factor Receptor Expression by Using Near-Infrared Optical Imaging,Characterizing breast cancer xenograft epidermal growth factor receptor expression by using near-infrared optical imaging,K Wang W Li,47,14.29%,14.29%
Supramolecular Stacking of Doxorubicin on Carbon Nanotubes for In Vivo Cancer Therapy,Supramolecular stacking of doxorubicin on carbon nanotubes for in vivo cancer therapy,Z Liu,357,33.33%,33.33%
Flexural Modulus of Symmetric and Asymmetric Structural Foams,Flexural modulus of symmetric and asymmetric structural foams,,14,37.50%,37.50%
High-Thermoelectric Performance of Nanostructured Bismuth Antimony Telluride Bulk Alloys,High-thermoelectric performance of nanostructured bismuth antimony telluride bulk alloys,B Poudel Y Lan A Minnich,3156,11.11%,11.11%
"Circulation and long-term fate of functionalized, biocompatible single-walled carbon nanotubes in mice probed by Raman spectroscopy","Circulation and long-term fate of functionalized, biocompatible single-walled carbon nanotubes in mice probed by Raman spectroscopy",Z Liu W Cai,811,100.00%,100.00%
Carbon nanotubes as photoacoustic molecular imaging agents in living mice,Carbon nanotubes as photoacoustic molecular imaging agents in living mice,A De La Zerda,834,100.00%,100.00%
Preparation of peptide-conjugated quantum dots for tumor vasculature-targeted imaging,Preparation of peptide-conjugated quantum dots for tumor vasculature-targeted imaging,W Cai X Chen,201,100.00%,100.00%
Multimodality imaging of the HER-kinase axis in cancer,Multimodality imaging of the HER-kinase axis in cancer,W Cai G Niu X Chen,100,100.00%,100.00%
Dual-modality optical and positron emission tomography imaging of vascular endothelial growth factor receptor on tumor vasculature using quantum dots,Dual-modality optical and positron emission tomography imaging of vascular endothelial growth factor receptor on tumor vasculature using quantum dots,K Chen H Wang W Cai X Chen,182,100.00%,100.00%
Imaging of Integrins as Biomarkers for Tumor Angiogenesis,Imaging of integrins as biomarkers for tumor angiogenesis,W Cai G Niu X Chen,184,50.00%,50.00%
Ultrasmall c(RGDyK)Coated Fe 3 O 4 Nanoparticles and Their Specific Targeting to Integrin α v β 3 Rich Tumor Cells,Ultrasmall c (RGDyK)-coated Fe3O4 nanoparticles and their specific targeting to integrin αvβ3-rich tumor cells,J Xie C Xu,334,15.00%,21.43%
Purification of optical imaging ligand-Cybesin by high-speed counter-current chromatography,Purification of optical imaging ligand-Cybesin by high-speed counter-current chromatography,,1,100.00%,100.00%
Soft-solution route to various ZnO nanoplate arrays,Soft-solution route to various ZnO nanoplate arrays,,18,100.00%,100.00%
"ChemInform Abstract: New Procedure for the Preparation of 2,3Dihydro1,5-benzothiazepin-4(5H)-ones Promoted by Samarium Diiodide",[CITATION][C] Crown‐Containing Spironaphthoxazines and Spiropyrans. Part 2. Influence of Metal Cations on the Photochromic Properties of Spironaphthoxazines …,,0,23.08%,11.76%
ChemInform Abstract: Conversion of Bis(o-nitrophenyl)disulfides to Heterocycles Containing Sulfur and Nitrogen by the Action of Samarium Diiodide,Conversion of bis (o‐nitrophenyl) disulfides to heterocycles containing sulfur and nitrogen by the action of samarium diiodide,,10,41.18%,41.18%
"Particle Size, Surface Coating, and PEGylation Influence the Biodistribution of Quantum Dots in Living Mice","Particle size, surface coating, and PEGylation influence the biodistribution of quantum dots in living mice",AL Koh Z Cheng Y Ebenstein,328,40.00%,40.00%
Triblock copolymer coated iron oxide nanoparticle conjugate for tumor integrin targeting,Triblock copolymer coated iron oxide nanoparticle conjugate for tumor integrin targeting,K Chen J Xie H Xu D Behera MH Michalski,131,100.00%,100.00%
Trafficking Mesenchymal Stem Cell Engraftment and Differentiation in Tumor-Bearing Mice by Bioluminescence Imaging,Trafficking mesenchymal stem cell engraftment and differentiation in tumor‐bearing mice by bioluminescence imaging,A De,181,30.77%,30.77%
Noninvasive imaging of tumor integrin expression using 18 F-labeled RGD dimer peptide with PEG 4 linkers,Noninvasive imaging of tumor integrin expression using 18F-labeled RGD dimer peptide with PEG4 linkers,X Chen,107,75.00%,85.71%
68 Ga-labeled cyclic RGD dimers with Gly 3 and PEG 4 linkers: promising agents for tumor integrin α v β 3 PET imaging,68Ga-labeled cyclic RGD dimers with Gly3 and PEG4 linkers: promising agents for tumor integrin αvβ3 PET imaging,G Niu,124,56.52%,76.47%
Supramolecular Stacking of Doxorubicin on Carbon Nanotubes for in vivo Cancer Therapy,Supramolecular stacking of doxorubicin on carbon nanotubes for in vivo cancer therapy,Z Liu,357,50.00%,50.00%
Polymeric Nanoparticle-Based Activatable Near-Infrared Nanosensor for Protease Determination In Vivo,Polymeric nanoparticle-based activatable near-infrared nanosensor for protease determination in vivo,S Lee A Lee,110,20.00%,20.00%
Improving Tumor-Targeting Capability and Pharmacokinetics of 99m Tc-Labeled Cyclic RGD Dimers with PEG 4 Linkers,Improving tumor-targeting capability and pharmacokinetics of 99mTc-labeled cyclic RGD dimers with PEG4 linkers,B Jia,126,33.33%,38.46%
Dual Integrin and Gastrin-Releasing Peptide Receptor Targeted Tumor Imaging Using 18 F-labeled PEGylated RGD-Bombesin Heterodimer 18 F-FB-PEG 3 -Glu-RGD-BBN,Dual integrin and gastrin-releasing peptide receptor targeted tumor imaging using 18F-labeled PEGylated RGD-bombesin heterodimer 18F-FB-PEG3-Glu-RGD-BBN,,95,15.79%,20.00%
Breakdown of the Planck blackbody radiation law at nanoscale gaps,Breakdown of the Planck blackbody radiation law at nanoscale gaps,A Narayanaswamy S Shen,76,100.00%,100.00%
Site-Specifically Biotinylated VEGF 121 for Near-Infrared Fluorescence Imaging of Tumor Angiogenesis,Site-specifically biotinylated VEGF121 for near-infrared fluorescence imaging of tumor angiogenesis,K Chen G Niu X Chen,31,18.18%,20.00%
Quantitative PET Imaging of VEGF Receptor Expression,Quantitative PET imaging of VEGF receptor expression,K Chen W Cai X Chen,61,57.14%,57.14%
Monitoring therapeutic response of human ovarian cancer to 17-DMAG by noninvasive PET imaging with 64 Cu-DOTA-trastuzumab,Monitoring therapeutic response of human ovarian cancer to 17-DMAG by noninvasive PET imaging with 64Cu-DOTA-trastuzumab,G Niu X Chen,61,87.50%,93.33%
Nanothermometer Using Single Crystal Silver Nanospheres,Nanothermometer using single crystal silver nanospheres,Y Lan G Chen,26,16.67%,16.67%
Noninvasive Visualization of microRNA by Bioluminescence Imaging,Noninvasive visualization of microRNA by bioluminescence imaging,G Niu X Chen,6,57.14%,57.14%
"18 F, 64 Cu, and 68 Ga Labeled RGD-Bombesin Heterodimeric Peptides for PET Imaging of Breast Cancer","18F, 64Cu, and 68Ga labeled RGD-bombesin heterodimeric peptides for PET imaging of breast cancer",X Chen,123,23.53%,28.57%
"Production, modification and bio-applications of magnetic nanoparticles gestated by magnetotactic bacteria","Production, modification and bio-applications of magnetic nanoparticles gestated by magnetotactic bacteria",J Xie K Chen X Chen,76,100.00%,100.00%
Rapid intracerebroventricular delivery of Cu-DOTA-etanercept after peripheral administration demonstrated by PET imaging,Rapid intracerebroventricular delivery of Cu-DOTA-etanercept after peripheral administration demonstrated by PET imaging,EL Tobinick K Chen X Chen,25,100.00%,100.00%
Limb remote ischemic postconditioning protects against focal ischemia in rats,Limb remote ischemic postconditioning protects against focal ischemia in rats,X Chen,151,100.00%,100.00%
Applications for site-directed molecular imaging agents coupled with drug delivery potential,Applications for site-directed molecular imaging agents coupled with drug delivery potential,X Chen,24,100.00%,100.00%
PET Imaging of Angiogenesis,PET imaging of angiogenesis,G Niu X Chen,62,50.00%,50.00%
64 Cu-Labeled PEGylated Polyethylenimine for Cell Trafficking and Tumor Imaging,64Cu-labeled PEGylated polyethylenimine for cell trafficking and tumor imaging,K Chen G Niu,13,30.00%,33.33%
From protein–protein interaction to therapy response: Molecular imaging of heat shock proteins,From protein–protein interaction to therapy response: Molecular imaging of heat shock proteins,G Niu X Chen,8,100.00%,100.00%
Characterizing Breast Cancer Xenograft Epidermal Growth Factor Receptor Expression by Using Near-Infrared Optical Imaging,Characterizing breast cancer xenograft epidermal growth factor receptor expression by using near-infrared optical imaging,K Wang W Li,47,14.29%,14.29%
Supramolecular Stacking of Doxorubicin on Carbon Nanotubes for In Vivo Cancer Therapy,Supramolecular stacking of doxorubicin on carbon nanotubes for in vivo cancer therapy,Z Liu,357,33.33%,33.33%
Flexural Modulus of Symmetric and Asymmetric Structural Foams,Flexural modulus of symmetric and asymmetric structural foams,,14,37.50%,37.50%
High-Thermoelectric Performance of Nanostructured Bismuth Antimony Telluride Bulk Alloys,High-thermoelectric performance of nanostructured bismuth antimony telluride bulk alloys,B Poudel Y Lan A Minnich,3156,11.11%,11.11%
"Circulation and long-term fate of functionalized, biocompatible single-walled carbon nanotubes in mice probed by Raman spectroscopy","Circulation and long-term fate of functionalized, biocompatible single-walled carbon nanotubes in mice probed by Raman spectroscopy",Z Liu W Cai,811,100.00%,100.00%
Carbon nanotubes as photoacoustic molecular imaging agents in living mice,Carbon nanotubes as photoacoustic molecular imaging agents in living mice,A De La Zerda,834,100.00%,100.00%
Preparation of peptide-conjugated quantum dots for tumor vasculature-targeted imaging,Preparation of peptide-conjugated quantum dots for tumor vasculature-targeted imaging,W Cai X Chen,201,100.00%,100.00%
Multimodality imaging of the HER-kinase axis in cancer,Multimodality imaging of the HER-kinase axis in cancer,W Cai G Niu X Chen,100,100.00%,100.00%
Dual-modality optical and positron emission tomography imaging of vascular endothelial growth factor receptor on tumor vasculature using quantum dots,Dual-modality optical and positron emission tomography imaging of vascular endothelial growth factor receptor on tumor vasculature using quantum dots,K Chen H Wang W Cai X Chen,182,100.00%,100.00%
Imaging of Integrins as Biomarkers for Tumor Angiogenesis,Imaging of integrins as biomarkers for tumor angiogenesis,W Cai G Niu X Chen,184,50.00%,50.00%
Ultrasmall c(RGDyK)Coated Fe 3 O 4 Nanoparticles and Their Specific Targeting to Integrin α v β 3 Rich Tumor Cells,Ultrasmall c (RGDyK)-coated Fe3O4 nanoparticles and their specific targeting to integrin αvβ3-rich tumor cells,J Xie C Xu,334,15.00%,21.43%
68 Ga-labeled multimeric RGD peptides for microPET imaging of integrin α v β 3 expression,68Ga-labeled multimeric RGD peptides for microPET imaging of integrin αvβ3 expression,K Chen X Chen,169,60.00%,81.82%
Intracellular delivery of an anionic antisense oligonucleotide via receptor-mediated endocytosis,Intracellular delivery of an anionic antisense oligonucleotide via receptor-mediated endocytosis,X Chen,92,100.00%,100.00%
Synthesis and characterization of PVP-coated large core iron oxide nanoparticles as an MRI contrast agent,Synthesis and characterization of PVP-coated large core iron oxide nanoparticles as an MRI contrast agent,C Xu J Xie,87,100.00%,100.00%
Photoinduced light scattering in LiTaO3:Nd crystal,Photoinduced light scattering in LiTaO3: Nd crystal,X Meng,15,83.33%,71.43%
"Two-dimensional photocatalysis: properties, synthesis and applications","Two-Dimensional Photocatalysts: Properties, Synthesis, and Applications",W Zhou,6,16.67%,16.67%
Nitrogen Self-Doped Porous Carbon from Surplus Sludge as Metal-Free Electrocatalysts for Oxygen Reduction Reactions,Nitrogen self-doped porous carbon from surplus sludge as metal-free electrocatalysts for oxygen reduction reactions,W Zhou,29,28.57%,28.57%
Recent progress in nanoscale morphology control for high performance polymer solar cells,Recent Progress in Nanoscale Morphology Control for High Performance Polymer Solar Cells,W Niu,3,25.00%,25.00%
Chemical Functionalization of Graphene Quantum Dots,Chemical Functionalization of Graphene Quantum Dots,BD Phebus,3,100.00%,100.00%
Interfacial reactivity of ruthenium nanoparticles protected by ferrocenecarboxylates,Interfacial reactivity of ruthenium nanoparticles protected by ferrocenecarboxylates,L Chen Y Song P Hu,12,100.00%,100.00%
Graphene Quantum Dot-Supported Platinum Nanoparticles: Defect-Mediated Electrocatalytic Activity in Oxygen Reduction,Graphene quantum-dot-supported platinum nanoparticles: defect-mediated electrocatalytic activity in oxygen reduction,Y Song S Chen,40,18.18%,20.00%
Electrocatalytic activities of alkyne-functionalized copper nanoparticles in oxygen reduction in alkaline media,Electrocatalytic activities of alkyne-functionalized copper nanoparticles in oxygen reduction in alkaline media,K Liu Y Song S Chen,13,100.00%,100.00%
Effects of Redox Mediators on the Catalytic Activity of Iron Porphyrins towards Oxygen Reduction in Acidic Media,Effects of redox mediators on the catalytic activity of iron porphyrins towards oxygen reduction in acidic media,G Wu K Liu S Khene Q Li T Mugadza,7,41.18%,41.18%
MoO2 nanobelts@nitrogen self-doped MoS2 nanosheets as effective electrocatalysts for hydrogen evolution reaction,MoO 2 nanobelts@ nitrogen self-doped MoS 2 nanosheets as effective electrocatalysts for hydrogen evolution reaction,W Zhou J Zhou,125,75.00%,60.00%
Janus Nanoparticles as Versatile Phase Transfer Reagents,Janus Nanoparticles as Versatile Phase-Transfer Reagents,Y Song S Chen,8,71.43%,83.33%
PdO/TiO2 and Pd/TiO2 Heterostructured Nanobelts with Enhanced Photocatalytic Activity,PdO/TiO2 and Pd/TiO2 heterostructured nanobelts with enhanced photocatalytic activity,W Zhou,23,44.44%,44.44%
Platinum Nanoparticles Functionalized with Ethynylphenylboronic Acid Derivatives: Selective Manipulation of Nanoparticle Photoluminescence by Fluoride Ions,Platinum nanoparticles functionalized with ethynylphenylboronic acid derivatives: selective manipulation of nanoparticle photoluminescence by fluoride ions,P Hu Y Song S Chen,10,26.67%,26.67%
Interfacial activity of AuC6 nanoparticles using the pendant drop technique,Interfacial Activity of AuC6 Nanoparticles Using the Pendant Drop Technique,MA Fernandez-Rodriguez Y Song,0,40.00%,40.00%
Enhanced Performance of Layered Titanate Nanowire-Based Supercapacitor Electrodes by Nickel Ion Exchange,Enhanced performance of layered titanate nanowire-based supercapacitor electrodes by nickel ion exchange,W Zhou,43,25.00%,25.00%
Flexible Wire-like All-Carbon Supercapacitors Based on Porous Core-shell Carbon Fibers,Flexible wire-like all-carbon supercapacitors based on porous core–shell carbon fibers,W Zhou R Hu,46,20.00%,20.00%
Comparative study on the production of poly(3-hydroxybutyrate) by thermophilic Chelatococcus daeguensis TAD1: a good candidate for large-scale production,Comparative study on the production of poly (3-hydroxybutyrate) by thermophilic Chelatococcus daeguensis TAD1: a good candidate for large-scale production,S Chen,13,94.44%,89.47%
"Polyaniline:poly(sodium 4-styrenesulfonate)-stabilized gold nanoparticles as efficient, versatile catalysts","Polyaniline: poly (sodium 4-styrenesulfonate)-stabilized gold nanoparticles as efficient, versatile catalysts",L Li S Chen,11,87.50%,70.00%
Comparison of interfacial activity between homogeneous and Janus gold nanoparticles by pendant drop tensiometry,Comparison of the interfacial activity between homogeneous and Janus gold nanoparticles by pendant drop tensiometry,MA Fernandez-Rodriguez Y Song,22,100.00%,93.33%
Removal of As(III) and As(V) from aqueous solutions using nanoscalezero valent iron-reduced graphite oxide modified composites,Removal of As (III) and As (V) from aqueous solutions using nanoscale zero valent iron-reduced graphite oxide modified composites,Y Wu,107,81.25%,68.42%
"Ruthenium Nanoparticles Stabilized by the Self-Assembly of Acetylene, Carboxylate, and Thiol Derivatives","Ruthenium Nanoparticles Stabilized by the Self-Assembly of Acetylene, Carboxylate, and Thiol Derivatives",L Chen Y Song P Hu,6,100.00%,100.00%
Nitrene-Functionalized Ruthenium Nanoparticles: Selective Manipulation of Nanoparticle Electronic Conductivity by Vinyl Derivatives,Nitrene-functionalized ruthenium nanoparticles: Selective manipulation of nanoparticle electronic conductivity by vinyl derivatives,X Kang K Liu S Chen,4,25.00%,25.00%
"Janus Nanoparticles: Preparation, Characterization and Application","Janus nanoparticles: preparation, characterization, and applications",Y Song S Chen,31,33.33%,33.33%
Structural Manipulation of the Photocatalytic Activity of TiO2 Nanotube Arrays,Structural manipulation of the photocatalytic activity of TiO2 nanotube arrays,S Chen,0,50.00%,50.00%
Oxygen Reduction Catalyzed by Au-TiO2 Nanocomposites in Alkaline Media,Oxygen reduction catalyzed by Au–TiO2 nanocomposites in alkaline media,C Lin Y Song S Chen,25,33.33%,33.33%
Bismuth Titanate Nanobelts Through a Low-Temperature Nanoscale Solid-State Reaction,Bismuth titanate nanobelts through a low-temperature nanoscale solid-state reaction,S Chen,17,22.22%,22.22%
High power density microbial fuel cell with flexible 3D graphene–nickel foam as anode,High power density microbial fuel cell with flexible 3D graphene–nickel foam as anode,H Wang G Wang Y Ling Y Song X Lu,120,100.00%,100.00%
Intraparticle Donor-Acceptor Dyads by Conjugated Metal-Ligand Linkages,Intraparticle donor–acceptor dyads prepared using conjugated metal–ligand linkages,BD Phebus Y Song P Hu,4,14.29%,12.50%
"TiO2 nanotubes/ZnO/CdS ternary nanocomposites: Preparation, Characterization and Photocatalysis","TiO2 nanotubes/ZnO/CdS ternary nanocomposites: preparation, characterization and photocatalysis",Y Song S Chen,12,62.50%,62.50%
Manganese oxide/graphene oxide composites for high-energy aqueous asymmetric electrochemical capacitors,Manganese oxide/graphene oxide composites for high-energy aqueous asymmetric electrochemical capacitors,CJ Jafta MK Mathe M Kebede,51,100.00%,100.00%
Trimetallic Ag@AuPt Neapolitan Nanoparticles,Trimetallic Ag@ AuPt Neapolitan nanoparticles,Y Song S Chen,9,50.00%,40.00%
Enhanced Photocatalytic Performances of CeO2/TiO2 Nanobelt Heterostructures,Enhanced photocatalytic performances of CeO2/TiO2 nanobelt heterostructures,J Tian,119,42.86%,42.86%
Effective photocatalysis of functional nanocomposites based on carbon and TiO2 nanoparticles,Effective photocatalysis of functional nanocomposites based on carbon and TiO 2 nanoparticles,Y Song S Chen,53,90.91%,83.33%
Oxygen Reduction Catalyzed by Platinum Nanoparticles Supported on Graphene Quantum Dots,Oxygen reduction catalyzed by platinum nanoparticles supported on graphene quantum dots,Y Song K Liu,78,27.27%,27.27%
Nano-p–n junction heterostructures based on TiO2 nanobelts for the electrocatalytic oxidation of 6-phosphate aminopurine,Nano-p–n junction heterostructures enhanced TiO2 nanobelts biosensing electrode,S Chen Z Huang,3,35.71%,62.50%
"Alkyne-functionalized palladium nanoparticles: synthesis, characterization, and electrocatalytic activity in ethylene glycol oxidation","Alkyne-functionalized palladium nanoparticles: Synthesis, characterization, and electrocatalytic activity in ethylene glycol oxidation",Y Song X Kang S Chen,20,91.67%,91.67%
Synthesis of a ferrocene-functionalized unsymmetrical benzo[b]thienyl-thienylethene photoswitch with a cyclopentene core,Synthesis of a ferrocene-functionalized unsymmetrical benzo [b] thienyl-thienylethene photoswitch with a cyclopentene core,X Kang S Chen,5,90.91%,76.92%
Electrocatalytic Activity of Ligand-Functionalized Silver Nanoparticles in Oxygen Reduction,Advanced electrocatalysts on the basis of bare Au nanomaterials for biofuel cell applications,S Hebié Y Holade M Sentis,20,11.11%,7.69%
High-performance aqueous asymmetric electrochemical capacitor based on graphene oxide/cobalt(II)-tetrapyrazinoporphyrazine hybrids,High-performance aqueous asymmetric electrochemical capacitors based on graphene oxide/cobalt (II)-tetrapyrazinoporphyrazine hybrids,KI Ozoemena CJ Jafta,26,80.00%,72.73%
Platinum Nanoparticles Functionalized with Acetylene Derivatives: Electronic Conductivity and Electrocatalytic Activity in Oxygen Reduction,Platinum nanoparticles functionalized with acetylene derivatives: Electronic conductivity and electrocatalytic activity in oxygen reduction,K Liu X Kang Y Song,26,35.71%,35.71%
Charge Transport at the Metal-Organic Interface,Charge transport at the metal-organic interface,S Chen H Liu,15,50.00%,50.00%
Direct Growth of Carbon Nanofibers to Generate a 3D Porous Platform on Metal Contact to Enable ORR,Direct growth of carbon nanofibers to generate a 3D porous platform on a metal contact to enable an oxygen reduction reaction,D Pan M Ombaba S Chen,29,47.06%,33.33%
AgAu bimetallic Janus nanoparticles and their electrocatalytic activity for oxygen reduction in alkaline media,AgAu bimetallic Janus nanoparticles and their electrocatalytic activity for oxygen reduction in alkaline media,Y Song K Liu S Chen,39,100.00%,100.00%
UV-Visible-Light-Activated Photocatalyst Based on Bi2O3/Bi4Ti3O12/TiO2 Double-Heterostructured TiO2 Nanobelts,UV-visible-light-activated photocatalysts based on Bi 2 O 3/Bi 4 Ti 3 O 12/TiO 2 double-heterostructured TiO 2 nanobelts,,35,12.50%,5.56%
Charge Transport at the Metal Oxide and Organic Interface,Charge transport at the metal oxide and organic interface,H Liu S Chen,13,44.44%,44.44%
Nitrene-Functionalized Ruthenium Nanoparticles,Nitrene-functionalized ruthenium nanoparticles,X Kang Y Song S Chen,15,0.00%,0.00%
